Sample_1,Sample_2,Euclidean_Similarity
SAM_009,SAM_017,0.410416929
SAM_009,SAM_018,0.351121655
SAM_009,SAM_019,0.328857151
SAM_009,SAM_020,0.092898474
SAM_009,SAM_021,0.40431397
SAM_009,SAM_022,0.431611641
SAM_009,SAM_023,0.397351064
SAM_009,SAM_024,0.317755185
SAM_009,SAM_025,0.332224111
SAM_009,SAM_026,0.092665089
SAM_009,SAM_027,0.431565671
SAM_009,SAM_028,0.262560981
SAM_009,SAM_029,0.288896289
SAM_009,SAM_030,0.462759611
SAM_009,SAM_031,0.262406462
SAM_009,SAM_032,0.29544627
SAM_009,SAM_033,0.451961467
SAM_009,SAM_034,0.396733336
SAM_009,SAM_035,0.426927292
SAM_009,SAM_036,0.264552106
SAM_009,SAM_037,0.325945273
SAM_009,SAM_038,0.5864398
SAM_009,SAM_039,0.494773622
SAM_009,SAM_040,0.428703173
SAM_009,SAM_041,0.552225958
SAM_009,SAM_042,0.090764437
SAM_009,SAM_043,0.435089586
SAM_009,SAM_044,0.460068079
SAM_009,SAM_045,0.551364277
SAM_009,SAM_046,0.70064562
SAM_009,SAM_047,0.350287156
SAM_009,SAM_048,0.346530299
SAM_009,SAM_049,0.530845911
SAM_009,SAM_050,0.487916609
SAM_009,SAM_051,0.518377089
SAM_009,SAM_052,0.49107135
SAM_009,SAM_053,0.092851435
SAM_009,SAM_054,0.437723229
SAM_009,SAM_055,0.588074092
SAM_009,SAM_056,0.329628044
SAM_009,SAM_057,0.489638649
SAM_009,SAM_058,0.515749272
SAM_009,SAM_059,0.553524364
SAM_009,SAM_060,0.337148103
SAM_009,SAM_061,0.497380326
SAM_009,SAM_062,0.566848209
SAM_009,SAM_063,0.289028778
SAM_009,SAM_064,0.302215962
SAM_009,SAM_065,0.430803256
SAM_009,SAM_066,0.092322963
SAM_009,SAM_067,0.368859647
SAM_009,SAM_068,0.332351839
SAM_009,SAM_069,0.487584967
SAM_009,SAM_070,0.280101866
SAM_009,SAM_071,0.437131227
SAM_009,SAM_072,0.337893532
SAM_009,SAM_073,0.423687552
SAM_009,SAM_074,0.327050353
SAM_009,SAM_075,0.328240396
SAM_009,SAM_076,0.40555529
SAM_009,SAM_077,0.196409675
SAM_009,SAM_078,0.325182344
SAM_009,SAM_079,0.457532281
SAM_009,SAM_080,0.203230671
SAM_009,SAM_081,0.460741257
SAM_009,SAM_082,0.41134242
SAM_009,SAM_083,0.434337131
SAM_009,SAM_084,0.089262278
SAM_009,SAM_085,0.264865997
SAM_009,SAM_086,0.405582453
SAM_009,SAM_087,0.092725643
SAM_009,SAM_088,0.467100766
SAM_009,SAM_089,0.404469583
SAM_009,SAM_090,0.610871861
SAM_009,SAM_091,0.420700379
SAM_009,SAM_092,0.347805605
SAM_009,SAM_093,0.285224537
SAM_009,SAM_094,0.611196145
SAM_009,SAM_095,0.449703524
SAM_009,SAM_096,0.49128944
SAM_009,SAM_097,0.498127319
SAM_009,SAM_098,0.444116575
SAM_009,SAM_099,0.508252223
SAM_009,SAM_100,0.331507328
SAM_010,SAM_011,0.306844372
SAM_010,SAM_012,0.676166585
SAM_010,SAM_013,0.645733495
SAM_010,SAM_014,0.632448309
SAM_010,SAM_015,0.728398501
SAM_010,SAM_016,0.634546318
SAM_010,SAM_017,0.602372324
SAM_010,SAM_018,0.697442258
SAM_010,SAM_019,0.714353352
SAM_010,SAM_020,0.227363325
SAM_010,SAM_021,0.565938152
SAM_010,SAM_022,0.695699438
SAM_010,SAM_023,0.427617842
SAM_010,SAM_024,0.510551646
SAM_010,SAM_025,0.560820527
SAM_010,SAM_026,0.411520515
SAM_010,SAM_027,0.704570277
SAM_010,SAM_028,0.496825447
SAM_010,SAM_029,0.553606361
SAM_010,SAM_030,0.720976267
SAM_010,SAM_031,0.593111379
SAM_010,SAM_032,0.573808333
SAM_010,SAM_033,0.688198894
SAM_010,SAM_034,0.571222145
SAM_010,SAM_035,0.57196716
SAM_010,SAM_036,0.494912179
SAM_010,SAM_037,0.672049461
SAM_010,SAM_038,0.670574045
SAM_010,SAM_039,0.648644054
SAM_010,SAM_040,0.707512142
SAM_010,SAM_041,0.649769274
SAM_010,SAM_042,0.527402639
SAM_010,SAM_043,0.828645341
SAM_010,SAM_044,0.512132978
SAM_010,SAM_045,0.714998869
SAM_010,SAM_046,0.580280706
SAM_010,SAM_047,0.538436964
SAM_010,SAM_048,0.738538197
SAM_010,SAM_049,0.705895237
SAM_010,SAM_050,0.699932783
SAM_010,SAM_051,0.547524741
SAM_010,SAM_052,0.658016309
SAM_010,SAM_053,0.355378708
SAM_010,SAM_054,0.733517494
SAM_010,SAM_055,0.540193292
SAM_010,SAM_056,0.572247361
SAM_010,SAM_057,0.577448008
SAM_010,SAM_058,0.606966571
SAM_010,SAM_059,0.699847304
SAM_010,SAM_060,0.518071841
SAM_010,SAM_061,0.66500957
SAM_010,SAM_062,0.641655884
SAM_010,SAM_063,0.499732379
SAM_010,SAM_064,0.616727862
SAM_010,SAM_065,0.492434924
SAM_010,SAM_066,0.383014325
SAM_010,SAM_067,0.432875019
SAM_010,SAM_068,0.531189517
SAM_010,SAM_069,0.637681666
SAM_010,SAM_070,0.510693259
SAM_010,SAM_071,0.68961555
SAM_010,SAM_072,0.524255933
SAM_010,SAM_073,0.709304051
SAM_010,SAM_074,0.564687365
SAM_010,SAM_075,0.491581373
SAM_010,SAM_076,0.593206693
SAM_010,SAM_077,0.373065431
SAM_010,SAM_078,0.659263345
SAM_010,SAM_079,0.697771412
SAM_010,SAM_080,0.570779904
SAM_010,SAM_081,0.70731126
SAM_010,SAM_082,0.760955775
SAM_010,SAM_083,0.603826557
SAM_010,SAM_084,0.223227338
SAM_010,SAM_085,0.462094381
SAM_010,SAM_086,0.657254633
SAM_010,SAM_087,0.356564279
SAM_010,SAM_088,0.617414574
SAM_010,SAM_089,0.682711625
SAM_010,SAM_090,0.516548616
SAM_010,SAM_091,0.47262977
SAM_010,SAM_092,0.672211918
SAM_010,SAM_093,0.6129675
SAM_010,SAM_094,0.538352926
SAM_010,SAM_095,0.701925991
SAM_010,SAM_096,0.605223493
SAM_010,SAM_097,0.627391257
SAM_010,SAM_098,0.541985068
SAM_010,SAM_099,0.520461741
SAM_010,SAM_100,0.622692576
SAM_011,SAM_012,0.432110902
SAM_011,SAM_013,0.438795592
SAM_011,SAM_014,0.339603286
SAM_011,SAM_015,0.209741356
SAM_011,SAM_016,0.248845219
SAM_011,SAM_017,0.298294721
SAM_011,SAM_018,0.23819557
SAM_011,SAM_019,0.218484737
SAM_011,SAM_020,0.004076779
SAM_011,SAM_021,0.339959965
SAM_011,SAM_022,0.375309002
SAM_011,SAM_023,0.35930209
SAM_011,SAM_024,0.208615804
SAM_011,SAM_025,0.221472534
SAM_011,SAM_026,0.003860698
SAM_011,SAM_027,0.330930422
SAM_011,SAM_028,0.159183493
SAM_011,SAM_029,0.182843377
SAM_011,SAM_030,0.404341759
SAM_011,SAM_031,0.159044294
SAM_011,SAM_032,0.188707437
SAM_011,SAM_033,0.360710424
SAM_011,SAM_034,0.329223849
SAM_011,SAM_035,0.343179607
SAM_011,SAM_036,0.160976829
SAM_011,SAM_037,0.215898803
SAM_011,SAM_038,0.507066649
SAM_011,SAM_039,0.407641747
SAM_011,SAM_040,0.356186452
SAM_011,SAM_041,0.448384793
SAM_011,SAM_042,0.002100732
SAM_011,SAM_043,0.335784619
SAM_011,SAM_044,0.370095763
SAM_011,SAM_045,0.456956292
SAM_011,SAM_046,0.666762459
SAM_011,SAM_047,0.245786216
SAM_011,SAM_048,0.234139895
SAM_011,SAM_049,0.464550406
SAM_011,SAM_050,0.391591504
SAM_011,SAM_051,0.433390248
SAM_011,SAM_052,0.401669251
SAM_011,SAM_053,0.004033228
SAM_011,SAM_054,0.33256701
SAM_011,SAM_055,0.517358643
SAM_011,SAM_056,0.219169034
SAM_011,SAM_057,0.387086804
SAM_011,SAM_058,0.407784104
SAM_011,SAM_059,0.476668766
SAM_011,SAM_060,0.225837576
SAM_011,SAM_061,0.394575461
SAM_011,SAM_062,0.481085569
SAM_011,SAM_063,0.182962073
SAM_011,SAM_064,0.194759313
SAM_011,SAM_065,0.374939269
SAM_011,SAM_066,0.003543928
SAM_011,SAM_067,0.271996452
SAM_011,SAM_068,0.22158583
SAM_011,SAM_069,0.428244619
SAM_011,SAM_070,0.174956873
SAM_011,SAM_071,0.328478529
SAM_011,SAM_072,0.244054771
SAM_011,SAM_073,0.317838525
SAM_011,SAM_074,0.223245241
SAM_011,SAM_075,0.220710465
SAM_011,SAM_076,0.313856405
SAM_011,SAM_077,0.099217323
SAM_011,SAM_078,0.215220972
SAM_011,SAM_079,0.349689898
SAM_011,SAM_080,0.105433457
SAM_011,SAM_081,0.367652979
SAM_011,SAM_082,0.312010249
SAM_011,SAM_083,0.355638197
SAM_011,SAM_084,0.000709459
SAM_011,SAM_085,0.161259474
SAM_011,SAM_086,0.292711813
SAM_011,SAM_087,0.003916763
SAM_011,SAM_088,0.379399732
SAM_011,SAM_089,0.292194304
SAM_011,SAM_090,0.55225244
SAM_011,SAM_091,0.320762802
SAM_011,SAM_092,0.235266889
SAM_011,SAM_093,0.179552491
SAM_011,SAM_094,0.548487856
SAM_011,SAM_095,0.342208187
SAM_011,SAM_096,0.386729235
SAM_011,SAM_097,0.419083595
SAM_011,SAM_098,0.369685881
SAM_011,SAM_099,0.41208629
SAM_011,SAM_100,0.222517694
SAM_012,SAM_013,0.718778609
SAM_012,SAM_014,0.722266607
SAM_012,SAM_015,0.620074722
SAM_012,SAM_016,0.684657534
SAM_012,SAM_017,0.755303841
SAM_012,SAM_018,0.656726648
SAM_012,SAM_019,0.567368188
SAM_012,SAM_020,0.346126406
SAM_012,SAM_021,0.710748555
SAM_012,SAM_022,0.625386058
SAM_012,SAM_023,0.655302527
SAM_012,SAM_024,0.622638418
SAM_012,SAM_025,0.651629476
SAM_012,SAM_026,0.239109285
SAM_012,SAM_027,0.9362719
SAM_012,SAM_028,0.804310533
SAM_012,SAM_029,0.505468894
SAM_012,SAM_030,0.624895499
SAM_012,SAM_031,0.457533327
SAM_012,SAM_032,0.535762802
SAM_012,SAM_033,0.9239289
SAM_012,SAM_034,0.586657538
SAM_012,SAM_035,0.667026277
SAM_012,SAM_036,0.481195427
SAM_012,SAM_037,0.640584222
SAM_012,SAM_038,0.788610235
SAM_012,SAM_039,0.708697797
SAM_012,SAM_040,0.639534367
SAM_012,SAM_041,0.812139407
SAM_012,SAM_042,0.409955295
SAM_012,SAM_043,0.720338908
SAM_012,SAM_044,0.559583465
SAM_012,SAM_045,0.744037122
SAM_012,SAM_046,0.572203571
SAM_012,SAM_047,0.618201226
SAM_012,SAM_048,0.559861553
SAM_012,SAM_049,0.944234498
SAM_012,SAM_050,0.7097164
SAM_012,SAM_051,0.747859108
SAM_012,SAM_052,0.79737761
SAM_012,SAM_053,0.270997625
SAM_012,SAM_054,0.802115225
SAM_012,SAM_055,0.706918547
SAM_012,SAM_056,0.677047852
SAM_012,SAM_057,0.615624457
SAM_012,SAM_058,0.666647079
SAM_012,SAM_059,0.842921261
SAM_012,SAM_060,0.61387021
SAM_012,SAM_061,0.701265188
SAM_012,SAM_062,0.71558087
SAM_012,SAM_063,0.646676492
SAM_012,SAM_064,0.655137181
SAM_012,SAM_065,0.666591831
SAM_012,SAM_066,0.251103515
SAM_012,SAM_067,0.52239319
SAM_012,SAM_068,0.670974785
SAM_012,SAM_069,0.704440862
SAM_012,SAM_070,0.501073019
SAM_012,SAM_071,0.782821468
SAM_012,SAM_072,0.613258369
SAM_012,SAM_073,0.742904375
SAM_012,SAM_074,0.585076485
SAM_012,SAM_075,0.711315076
SAM_012,SAM_076,0.61482924
SAM_012,SAM_077,0.404386361
SAM_012,SAM_078,0.814499127
SAM_012,SAM_079,0.759704056
SAM_012,SAM_080,0.531848682
SAM_012,SAM_081,0.818443511
SAM_012,SAM_082,0.787595545
SAM_012,SAM_083,0.616627362
SAM_012,SAM_084,0.268699774
SAM_012,SAM_085,0.450574054
SAM_012,SAM_086,0.852195022
SAM_012,SAM_087,0.322572061
SAM_012,SAM_088,0.865168539
SAM_012,SAM_089,0.667995888
SAM_012,SAM_090,0.706585382
SAM_012,SAM_091,0.546214805
SAM_012,SAM_092,0.732899851
SAM_012,SAM_093,0.6650447
SAM_012,SAM_094,0.629900956
SAM_012,SAM_095,0.602626935
SAM_012,SAM_096,0.702222833
SAM_012,SAM_097,0.724907583
SAM_012,SAM_098,0.685797874
SAM_012,SAM_099,0.620857032
SAM_012,SAM_100,0.570905568
SAM_013,SAM_014,0.714094236
SAM_013,SAM_015,0.489298268
SAM_013,SAM_016,0.556422718
SAM_013,SAM_017,0.696989297
SAM_013,SAM_018,0.723881113
SAM_013,SAM_019,0.642999463
SAM_013,SAM_020,0.305644587
SAM_013,SAM_021,0.562320061
SAM_013,SAM_022,0.730010728
SAM_013,SAM_023,0.472169316
SAM_013,SAM_024,0.546609784
SAM_013,SAM_025,0.730152399
SAM_013,SAM_026,0.302824467
SAM_013,SAM_027,0.684490149
SAM_013,SAM_028,0.605063096
SAM_013,SAM_029,0.50617551
SAM_013,SAM_030,0.60869152
SAM_013,SAM_031,0.458308298
SAM_013,SAM_032,0.499781691
SAM_013,SAM_033,0.662886387
SAM_013,SAM_034,0.562139913
SAM_013,SAM_035,0.724457658
SAM_013,SAM_036,0.461370223
SAM_013,SAM_037,0.599243543
SAM_013,SAM_038,0.673600608
SAM_013,SAM_039,0.595961757
SAM_013,SAM_040,0.552765831
SAM_013,SAM_041,0.667768697
SAM_013,SAM_042,0.222319993
SAM_013,SAM_043,0.682311542
SAM_013,SAM_044,0.515419664
SAM_013,SAM_045,0.704004272
SAM_013,SAM_046,0.618526235
SAM_013,SAM_047,0.549445195
SAM_013,SAM_048,0.583085985
SAM_013,SAM_049,0.691567692
SAM_013,SAM_050,0.828784526
SAM_013,SAM_051,0.641701464
SAM_013,SAM_052,0.616966654
SAM_013,SAM_053,0.293914869
SAM_013,SAM_054,0.74868151
SAM_013,SAM_055,0.643813248
SAM_013,SAM_056,0.545776282
SAM_013,SAM_057,0.628570578
SAM_013,SAM_058,0.600193074
SAM_013,SAM_059,0.739195159
SAM_013,SAM_060,0.539095647
SAM_013,SAM_061,0.705477166
SAM_013,SAM_062,0.697990564
SAM_013,SAM_063,0.475514501
SAM_013,SAM_064,0.578357142
SAM_013,SAM_065,0.589519121
SAM_013,SAM_066,0.22408821
SAM_013,SAM_067,0.553931923
SAM_013,SAM_068,0.635041084
SAM_013,SAM_069,0.635672687
SAM_013,SAM_070,0.478502096
SAM_013,SAM_071,0.746298352
SAM_013,SAM_072,0.425195296
SAM_013,SAM_073,0.68271587
SAM_013,SAM_074,0.580378007
SAM_013,SAM_075,0.611873502
SAM_013,SAM_076,0.58621333
SAM_013,SAM_077,0.519335637
SAM_013,SAM_078,0.566112556
SAM_013,SAM_079,0.665852754
SAM_013,SAM_080,0.408358434
SAM_013,SAM_081,0.677350911
SAM_013,SAM_082,0.623946056
SAM_013,SAM_083,0.690799888
SAM_013,SAM_084,0.2206164
SAM_013,SAM_085,0.425382234
SAM_013,SAM_086,0.656774026
SAM_013,SAM_087,0.51475847
SAM_013,SAM_088,0.763512628
SAM_013,SAM_089,0.721322958
SAM_013,SAM_090,0.584157381
SAM_013,SAM_091,0.529710009
SAM_013,SAM_092,0.594081925
SAM_013,SAM_093,0.536455119
SAM_013,SAM_094,0.783809814
SAM_013,SAM_095,0.602811168
SAM_013,SAM_096,0.613180769
SAM_013,SAM_097,0.691277966
SAM_013,SAM_098,0.785193389
SAM_013,SAM_099,0.688900214
SAM_013,SAM_100,0.51510282
SAM_014,SAM_015,0.653290567
SAM_014,SAM_016,0.519620388
SAM_014,SAM_017,0.72454986
SAM_014,SAM_018,0.788893789
SAM_014,SAM_019,0.718986806
SAM_014,SAM_020,0.345356587
SAM_014,SAM_021,0.478787209
SAM_014,SAM_022,0.591731669
SAM_014,SAM_023,0.49449561
SAM_014,SAM_024,0.617963571
SAM_014,SAM_025,0.619199454
SAM_014,SAM_026,0.260191293
SAM_014,SAM_027,0.69365923
SAM_014,SAM_028,0.671160695
SAM_014,SAM_029,0.501916437
SAM_014,SAM_030,0.534251824
SAM_014,SAM_031,0.511832257
SAM_014,SAM_032,0.66272499
SAM_014,SAM_033,0.719115476
SAM_014,SAM_034,0.540603856
SAM_014,SAM_035,0.67573486
SAM_014,SAM_036,0.564351471
SAM_014,SAM_037,0.640244826
SAM_014,SAM_038,0.729662111
SAM_014,SAM_039,0.638915414
SAM_014,SAM_040,0.570613023
SAM_014,SAM_041,0.735701383
SAM_014,SAM_042,0.389466741
SAM_014,SAM_043,0.73086059
SAM_014,SAM_044,0.532827308
SAM_014,SAM_045,0.789624229
SAM_014,SAM_046,0.550390055
SAM_014,SAM_047,0.647596153
SAM_014,SAM_048,0.608466948
SAM_014,SAM_049,0.629116854
SAM_014,SAM_050,0.778127065
SAM_014,SAM_051,0.665570376
SAM_014,SAM_052,0.616688334
SAM_014,SAM_053,0.260410801
SAM_014,SAM_054,0.738496109
SAM_014,SAM_055,0.72181492
SAM_014,SAM_056,0.657274302
SAM_014,SAM_057,0.768084339
SAM_014,SAM_058,0.746987293
SAM_014,SAM_059,0.722500748
SAM_014,SAM_060,0.704676136
SAM_014,SAM_061,0.811283467
SAM_014,SAM_062,0.781043541
SAM_014,SAM_063,0.650238182
SAM_014,SAM_064,0.775950707
SAM_014,SAM_065,0.585662369
SAM_014,SAM_066,0.31457995
SAM_014,SAM_067,0.675887371
SAM_014,SAM_068,0.607421387
SAM_014,SAM_069,0.559514737
SAM_014,SAM_070,0.586662437
SAM_014,SAM_071,0.774759818
SAM_014,SAM_072,0.601548463
SAM_014,SAM_073,0.678033131
SAM_014,SAM_074,0.60243233
SAM_014,SAM_075,0.701075173
SAM_014,SAM_076,0.685204507
SAM_014,SAM_077,0.529294042
SAM_014,SAM_078,0.736695824
SAM_014,SAM_079,0.71115384
SAM_014,SAM_080,0.462810373
SAM_014,SAM_081,0.71381247
SAM_014,SAM_082,0.641174485
SAM_014,SAM_083,0.597185037
SAM_014,SAM_084,0.392792488
SAM_014,SAM_085,0.545234955
SAM_014,SAM_086,0.815702872
SAM_014,SAM_087,0.38687331
SAM_014,SAM_088,0.766377414
SAM_014,SAM_089,0.731119795
SAM_014,SAM_090,0.594794164
SAM_014,SAM_091,0.606473509
SAM_014,SAM_092,0.642338504
SAM_014,SAM_093,0.609696075
SAM_014,SAM_094,0.675104136
SAM_014,SAM_095,0.680793536
SAM_014,SAM_096,0.647293125
SAM_014,SAM_097,0.668219115
SAM_014,SAM_098,0.660763495
SAM_014,SAM_099,0.771488059
SAM_014,SAM_100,0.618615134
SAM_015,SAM_016,0.606312898
SAM_015,SAM_017,0.587844597
SAM_015,SAM_018,0.636593551
SAM_015,SAM_019,0.695730787
SAM_015,SAM_020,0.18464236
SAM_015,SAM_021,0.54399295
SAM_015,SAM_022,0.628634444
SAM_015,SAM_023,0.49757141
SAM_015,SAM_024,0.461512255
SAM_015,SAM_025,0.56025284
SAM_015,SAM_026,0.184387928
SAM_015,SAM_027,0.643227977
SAM_015,SAM_028,0.489380692
SAM_015,SAM_029,0.491103243
SAM_015,SAM_030,0.615455984
SAM_015,SAM_031,0.604125502
SAM_015,SAM_032,0.529176482
SAM_015,SAM_033,0.626521198
SAM_015,SAM_034,0.531817017
SAM_015,SAM_035,0.487780707
SAM_015,SAM_036,0.530926625
SAM_015,SAM_037,0.472378085
SAM_015,SAM_038,0.567796063
SAM_015,SAM_039,0.508300223
SAM_015,SAM_040,0.594154838
SAM_015,SAM_041,0.603280625
SAM_015,SAM_042,0.566868192
SAM_015,SAM_043,0.876203826
SAM_015,SAM_044,0.532818388
SAM_015,SAM_045,0.524273026
SAM_015,SAM_046,0.393572866
SAM_015,SAM_047,0.47362231
SAM_015,SAM_048,0.607379019
SAM_015,SAM_049,0.611750992
SAM_015,SAM_050,0.597304622
SAM_015,SAM_051,0.536326426
SAM_015,SAM_052,0.611875263
SAM_015,SAM_053,0.306673863
SAM_015,SAM_054,0.612959139
SAM_015,SAM_055,0.53525941
SAM_015,SAM_056,0.492244586
SAM_015,SAM_057,0.604945825
SAM_015,SAM_058,0.569861822
SAM_015,SAM_059,0.695276682
SAM_015,SAM_060,0.545578612
SAM_015,SAM_061,0.620187539
SAM_015,SAM_062,0.487746438
SAM_015,SAM_063,0.489378798
SAM_015,SAM_064,0.561530564
SAM_015,SAM_065,0.434362223
SAM_015,SAM_066,0.460116604
SAM_015,SAM_067,0.520847459
SAM_015,SAM_068,0.506572452
SAM_015,SAM_069,0.574901
SAM_015,SAM_070,0.541528121
SAM_015,SAM_071,0.593440169
SAM_015,SAM_072,0.441273924
SAM_015,SAM_073,0.693872882
SAM_015,SAM_074,0.504852562
SAM_015,SAM_075,0.507235085
SAM_015,SAM_076,0.556635256
SAM_015,SAM_077,0.29860782
SAM_015,SAM_078,0.61282917
SAM_015,SAM_079,0.683000881
SAM_015,SAM_080,0.478443003
SAM_015,SAM_081,0.609987391
SAM_015,SAM_082,0.583558807
SAM_015,SAM_083,0.493814252
SAM_015,SAM_084,0.329544047
SAM_015,SAM_085,0.375488196
SAM_015,SAM_086,0.680841508
SAM_015,SAM_087,0.307796272
SAM_015,SAM_088,0.552427683
SAM_015,SAM_089,0.580402181
SAM_015,SAM_090,0.531529402
SAM_015,SAM_091,0.426588281
SAM_015,SAM_092,0.599608751
SAM_015,SAM_093,0.546171788
SAM_015,SAM_094,0.463807237
SAM_015,SAM_095,0.697727838
SAM_015,SAM_096,0.619096366
SAM_015,SAM_097,0.571524773
SAM_015,SAM_098,0.431427152
SAM_015,SAM_099,0.463476512
SAM_015,SAM_100,0.556475769
SAM_016,SAM_017,0.656339866
SAM_016,SAM_018,0.476403802
SAM_016,SAM_019,0.590267027
SAM_016,SAM_020,0.189971174
SAM_016,SAM_021,0.760829521
SAM_016,SAM_022,0.573920275
SAM_016,SAM_023,0.464679047
SAM_016,SAM_024,0.52790949
SAM_016,SAM_025,0.640029668
SAM_016,SAM_026,0.329431291
SAM_016,SAM_027,0.781425671
SAM_016,SAM_028,0.506540089
SAM_016,SAM_029,0.608576711
SAM_016,SAM_030,0.598850464
SAM_016,SAM_031,0.510351773
SAM_016,SAM_032,0.411367932
SAM_016,SAM_033,0.659286555
SAM_016,SAM_034,0.60658757
SAM_016,SAM_035,0.54241508
SAM_016,SAM_036,0.652962649
SAM_016,SAM_037,0.470697444
SAM_016,SAM_038,0.616644111
SAM_016,SAM_039,0.587170657
SAM_016,SAM_040,0.476105617
SAM_016,SAM_041,0.652595033
SAM_016,SAM_042,0.256962688
SAM_016,SAM_043,0.675777348
SAM_016,SAM_044,0.647162062
SAM_016,SAM_045,0.544257663
SAM_016,SAM_046,0.415378144
SAM_016,SAM_047,0.504219514
SAM_016,SAM_048,0.527701691
SAM_016,SAM_049,0.806609104
SAM_016,SAM_050,0.597277716
SAM_016,SAM_051,0.559698517
SAM_016,SAM_052,0.72217005
SAM_016,SAM_053,0.702814493
SAM_016,SAM_054,0.631914212
SAM_016,SAM_055,0.474795665
SAM_016,SAM_056,0.560107088
SAM_016,SAM_057,0.537925404
SAM_016,SAM_058,0.504048107
SAM_016,SAM_059,0.664763658
SAM_016,SAM_060,0.586087917
SAM_016,SAM_061,0.526577023
SAM_016,SAM_062,0.506040923
SAM_016,SAM_063,0.50332616
SAM_016,SAM_064,0.467987102
SAM_016,SAM_065,0.429336562
SAM_016,SAM_066,0.182354293
SAM_016,SAM_067,0.37930431
SAM_016,SAM_068,0.523331263
SAM_016,SAM_069,0.644468329
SAM_016,SAM_070,0.603106018
SAM_016,SAM_071,0.666665565
SAM_016,SAM_072,0.504830423
SAM_016,SAM_073,0.661115864
SAM_016,SAM_074,0.638270722
SAM_016,SAM_075,0.519321494
SAM_016,SAM_076,0.689337979
SAM_016,SAM_077,0.29673685
SAM_016,SAM_078,0.583882236
SAM_016,SAM_079,0.859901629
SAM_016,SAM_080,0.614096024
SAM_016,SAM_081,0.699825079
SAM_016,SAM_082,0.661551443
SAM_016,SAM_083,0.497066629
SAM_016,SAM_084,0.179024143
SAM_016,SAM_085,0.373443554
SAM_016,SAM_086,0.698046788
SAM_016,SAM_087,0.476793748
SAM_016,SAM_088,0.658823911
SAM_016,SAM_089,0.611497624
SAM_016,SAM_090,0.658906422
SAM_016,SAM_091,0.417029274
SAM_016,SAM_092,0.690955325
SAM_016,SAM_093,0.622386672
SAM_016,SAM_094,0.565305269
SAM_016,SAM_095,0.581672322
SAM_016,SAM_096,0.728744908
SAM_016,SAM_097,0.664079059
SAM_016,SAM_098,0.520871558
SAM_016,SAM_099,0.523897289
SAM_016,SAM_100,0.523592637
SAM_017,SAM_018,0.715799898
SAM_017,SAM_019,0.633641832
SAM_017,SAM_020,0.411455164
SAM_017,SAM_021,0.678274519
SAM_017,SAM_022,0.555578832
SAM_017,SAM_023,0.447275737
SAM_017,SAM_024,0.671042482
SAM_017,SAM_025,0.701045714
SAM_017,SAM_026,0.250017591
SAM_017,SAM_027,0.835767774
SAM_017,SAM_028,0.730565149
SAM_017,SAM_029,0.586594646
SAM_017,SAM_030,0.538747856
SAM_017,SAM_031,0.575023383
SAM_017,SAM_032,0.583073151
SAM_017,SAM_033,0.73331996
SAM_017,SAM_034,0.524668468
SAM_017,SAM_035,0.731724089
SAM_017,SAM_036,0.57483034
SAM_017,SAM_037,0.631835066
SAM_017,SAM_038,0.646994988
SAM_017,SAM_039,0.653145797
SAM_017,SAM_040,0.505659843
SAM_017,SAM_041,0.706095005
SAM_017,SAM_042,0.261816344
SAM_017,SAM_043,0.687017728
SAM_017,SAM_044,0.719460638
SAM_017,SAM_045,0.681529764
SAM_017,SAM_046,0.493605245
SAM_017,SAM_047,0.739420519
SAM_017,SAM_048,0.632500524
SAM_017,SAM_049,0.737087146
SAM_017,SAM_050,0.695773858
SAM_017,SAM_051,0.752804332
SAM_017,SAM_052,0.709796868
SAM_017,SAM_053,0.349677691
SAM_017,SAM_054,0.707675809
SAM_017,SAM_055,0.650623356
SAM_017,SAM_056,0.642763697
SAM_017,SAM_057,0.69718129
SAM_017,SAM_058,0.697656429
SAM_017,SAM_059,0.711848763
SAM_017,SAM_060,0.672239206
SAM_017,SAM_061,0.70956732
SAM_017,SAM_062,0.66865403
SAM_017,SAM_063,0.613365019
SAM_017,SAM_064,0.566910594
SAM_017,SAM_065,0.555234394
SAM_017,SAM_066,0.282510683
SAM_017,SAM_067,0.568877865
SAM_017,SAM_068,0.713444553
SAM_017,SAM_069,0.686696318
SAM_017,SAM_070,0.630089562
SAM_017,SAM_071,0.815163154
SAM_017,SAM_072,0.470787448
SAM_017,SAM_073,0.747005256
SAM_017,SAM_074,0.806393555
SAM_017,SAM_075,0.781062466
SAM_017,SAM_076,0.640305971
SAM_017,SAM_077,0.435297315
SAM_017,SAM_078,0.688961757
SAM_017,SAM_079,0.742120103
SAM_017,SAM_080,0.553327517
SAM_017,SAM_081,0.758847488
SAM_017,SAM_082,0.627630391
SAM_017,SAM_083,0.525270999
SAM_017,SAM_084,0.246054364
SAM_017,SAM_085,0.490869862
SAM_017,SAM_086,0.787507203
SAM_017,SAM_087,0.429869878
SAM_017,SAM_088,0.736342685
SAM_017,SAM_089,0.675600032
SAM_017,SAM_090,0.588456758
SAM_017,SAM_091,0.589079886
SAM_017,SAM_092,0.738059714
SAM_017,SAM_093,0.648022196
SAM_017,SAM_094,0.601475533
SAM_017,SAM_095,0.759092101
SAM_017,SAM_096,0.821659613
SAM_017,SAM_097,0.747178562
SAM_017,SAM_098,0.619909077
SAM_017,SAM_099,0.658337981
SAM_017,SAM_100,0.604048064
