Sample_1,Sample_2,Euclidean_Similarity
SAM_018,SAM_019,0.6716609
SAM_018,SAM_020,0.402560763
SAM_018,SAM_021,0.443598378
SAM_018,SAM_022,0.610436575
SAM_018,SAM_023,0.429609318
SAM_018,SAM_024,0.626265425
SAM_018,SAM_025,0.606310983
SAM_018,SAM_026,0.364436475
SAM_018,SAM_027,0.657705053
SAM_018,SAM_028,0.658054818
SAM_018,SAM_029,0.501666217
SAM_018,SAM_030,0.541319481
SAM_018,SAM_031,0.512614771
SAM_018,SAM_032,0.638119988
SAM_018,SAM_033,0.666345564
SAM_018,SAM_034,0.567276434
SAM_018,SAM_035,0.631788221
SAM_018,SAM_036,0.493680457
SAM_018,SAM_037,0.728606901
SAM_018,SAM_038,0.637993677
SAM_018,SAM_039,0.55657317
SAM_018,SAM_040,0.557651896
SAM_018,SAM_041,0.627415063
SAM_018,SAM_042,0.351500912
SAM_018,SAM_043,0.772636946
SAM_018,SAM_044,0.443241886
SAM_018,SAM_045,0.698857975
SAM_018,SAM_046,0.507055282
SAM_018,SAM_047,0.587752132
SAM_018,SAM_048,0.688863029
SAM_018,SAM_049,0.574155227
SAM_018,SAM_050,0.760234022
SAM_018,SAM_051,0.555999859
SAM_018,SAM_052,0.572921173
SAM_018,SAM_053,0.239716252
SAM_018,SAM_054,0.728127021
SAM_018,SAM_055,0.672500133
SAM_018,SAM_056,0.608583771
SAM_018,SAM_057,0.646419207
SAM_018,SAM_058,0.632707564
SAM_018,SAM_059,0.719608884
SAM_018,SAM_060,0.626511535
SAM_018,SAM_061,0.717715056
SAM_018,SAM_062,0.680497886
SAM_018,SAM_063,0.538310021
SAM_018,SAM_064,0.611025199
SAM_018,SAM_065,0.583100616
SAM_018,SAM_066,0.41076668
SAM_018,SAM_067,0.573479156
SAM_018,SAM_068,0.640994902
SAM_018,SAM_069,0.528060058
SAM_018,SAM_070,0.518851109
SAM_018,SAM_071,0.772422421
SAM_018,SAM_072,0.427777991
SAM_018,SAM_073,0.663887363
SAM_018,SAM_074,0.600751816
SAM_018,SAM_075,0.68339726
SAM_018,SAM_076,0.561023972
SAM_018,SAM_077,0.469999891
SAM_018,SAM_078,0.671163372
SAM_018,SAM_079,0.600606625
SAM_018,SAM_080,0.369347177
SAM_018,SAM_081,0.658910485
SAM_018,SAM_082,0.63890539
SAM_018,SAM_083,0.587639815
SAM_018,SAM_084,0.318030935
SAM_018,SAM_085,0.468686513
SAM_018,SAM_086,0.736013951
SAM_018,SAM_087,0.363160795
SAM_018,SAM_088,0.691042796
SAM_018,SAM_089,0.755213328
SAM_018,SAM_090,0.50692309
SAM_018,SAM_091,0.55296086
SAM_018,SAM_092,0.613608099
SAM_018,SAM_093,0.565067854
SAM_018,SAM_094,0.589347742
SAM_018,SAM_095,0.666822497
SAM_018,SAM_096,0.590537724
SAM_018,SAM_097,0.668736621
SAM_018,SAM_098,0.687176664
SAM_018,SAM_099,0.616921913
SAM_018,SAM_100,0.559382625
SAM_019,SAM_020,0.220028019
SAM_019,SAM_021,0.511414348
SAM_019,SAM_022,0.733511701
SAM_019,SAM_023,0.345229227
SAM_019,SAM_024,0.521570768
SAM_019,SAM_025,0.626081722
SAM_019,SAM_026,0.219764419
SAM_019,SAM_027,0.630310682
SAM_019,SAM_028,0.486705169
SAM_019,SAM_029,0.565434003
SAM_019,SAM_030,0.658960783
SAM_019,SAM_031,0.606026597
SAM_019,SAM_032,0.614939722
SAM_019,SAM_033,0.58870786
SAM_019,SAM_034,0.52162045
SAM_019,SAM_035,0.5945139
SAM_019,SAM_036,0.500263484
SAM_019,SAM_037,0.493751591
SAM_019,SAM_038,0.537317495
SAM_019,SAM_039,0.572752554
SAM_019,SAM_040,0.637756982
SAM_019,SAM_041,0.588888705
SAM_019,SAM_042,0.375315637
SAM_019,SAM_043,0.802770573
SAM_019,SAM_044,0.521717337
SAM_019,SAM_045,0.577809724
SAM_019,SAM_046,0.418488082
SAM_019,SAM_047,0.502250298
SAM_019,SAM_048,0.627638725
SAM_019,SAM_049,0.577426478
SAM_019,SAM_050,0.658080588
SAM_019,SAM_051,0.530840316
SAM_019,SAM_052,0.591369583
SAM_019,SAM_053,0.377775166
SAM_019,SAM_054,0.633536704
SAM_019,SAM_055,0.487304292
SAM_019,SAM_056,0.498312323
SAM_019,SAM_057,0.639024862
SAM_019,SAM_058,0.595638958
SAM_019,SAM_059,0.659584615
SAM_019,SAM_060,0.537173177
SAM_019,SAM_061,0.618480783
SAM_019,SAM_062,0.560580089
SAM_019,SAM_063,0.460091247
SAM_019,SAM_064,0.67581852
SAM_019,SAM_065,0.417510158
SAM_019,SAM_066,0.384751233
SAM_019,SAM_067,0.423600066
SAM_019,SAM_068,0.544937599
SAM_019,SAM_069,0.577215327
SAM_019,SAM_070,0.515060717
SAM_019,SAM_071,0.678082199
SAM_019,SAM_072,0.391172773
SAM_019,SAM_073,0.70885773
SAM_019,SAM_074,0.60099885
SAM_019,SAM_075,0.518891375
SAM_019,SAM_076,0.619678781
SAM_019,SAM_077,0.52277488
SAM_019,SAM_078,0.539050099
SAM_019,SAM_079,0.686359253
SAM_019,SAM_080,0.474338191
SAM_019,SAM_081,0.608149011
SAM_019,SAM_082,0.528650459
SAM_019,SAM_083,0.483331937
SAM_019,SAM_084,0.215922806
SAM_019,SAM_085,0.495866189
SAM_019,SAM_086,0.607300824
SAM_019,SAM_087,0.541830306
SAM_019,SAM_088,0.654682677
SAM_019,SAM_089,0.71355491
SAM_019,SAM_090,0.458965244
SAM_019,SAM_091,0.46285564
SAM_019,SAM_092,0.671817829
SAM_019,SAM_093,0.538724394
SAM_019,SAM_094,0.600365163
SAM_019,SAM_095,0.731798033
SAM_019,SAM_096,0.604309567
SAM_019,SAM_097,0.590139607
SAM_019,SAM_098,0.577293778
SAM_019,SAM_099,0.611746701
SAM_019,SAM_100,0.610787829
SAM_020,SAM_021,0.162146153
SAM_020,SAM_022,0.162604574
SAM_020,SAM_023,0.105740198
SAM_020,SAM_024,0.41145975
SAM_020,SAM_025,0.223020527
SAM_020,SAM_026,0.005127152
SAM_020,SAM_027,0.383911394
SAM_020,SAM_028,0.408687048
SAM_020,SAM_029,0.184332595
SAM_020,SAM_030,0.185305396
SAM_020,SAM_031,0.160499474
SAM_020,SAM_032,0.321883491
SAM_020,SAM_033,0.375019895
SAM_020,SAM_034,0.164017941
SAM_020,SAM_035,0.266526221
SAM_020,SAM_036,0.162434715
SAM_020,SAM_037,0.371837371
SAM_020,SAM_038,0.374087659
SAM_020,SAM_039,0.233546374
SAM_020,SAM_040,0.193675922
SAM_020,SAM_041,0.266850642
SAM_020,SAM_042,0.003365326
SAM_020,SAM_043,0.25544124
SAM_020,SAM_044,0.161886144
SAM_020,SAM_045,0.348164256
SAM_020,SAM_046,0.161986439
SAM_020,SAM_047,0.366212342
SAM_020,SAM_048,0.235708186
SAM_020,SAM_049,0.315971906
SAM_020,SAM_050,0.240738078
SAM_020,SAM_051,0.208509195
SAM_020,SAM_052,0.231132657
SAM_020,SAM_053,0.005299864
SAM_020,SAM_054,0.251616812
SAM_020,SAM_055,0.343409773
SAM_020,SAM_056,0.361735023
SAM_020,SAM_057,0.276718256
SAM_020,SAM_058,0.30616503
SAM_020,SAM_059,0.317226649
SAM_020,SAM_060,0.310604143
SAM_020,SAM_061,0.259653547
SAM_020,SAM_062,0.361684438
SAM_020,SAM_063,0.25697711
SAM_020,SAM_064,0.219358792
SAM_020,SAM_065,0.344286501
SAM_020,SAM_066,0.004810047
SAM_020,SAM_067,0.24581774
SAM_020,SAM_068,0.374018218
SAM_020,SAM_069,0.193382406
SAM_020,SAM_070,0.176434637
SAM_020,SAM_071,0.377351566
SAM_020,SAM_072,0.164226934
SAM_020,SAM_073,0.305985522
SAM_020,SAM_074,0.376872239
SAM_020,SAM_075,0.434609335
SAM_020,SAM_076,0.22157972
SAM_020,SAM_077,0.100593441
SAM_020,SAM_078,0.332750808
SAM_020,SAM_079,0.239494352
SAM_020,SAM_080,0.106817387
SAM_020,SAM_081,0.408671128
SAM_020,SAM_082,0.242234013
SAM_020,SAM_083,0.209916886
SAM_020,SAM_084,0.001972587
SAM_020,SAM_085,0.162717758
SAM_020,SAM_086,0.373080844
SAM_020,SAM_087,0.005183277
SAM_020,SAM_088,0.31238568
SAM_020,SAM_089,0.268862867
SAM_020,SAM_090,0.192127374
SAM_020,SAM_091,0.306869387
SAM_020,SAM_092,0.343434561
SAM_020,SAM_093,0.330120222
SAM_020,SAM_094,0.188587108
SAM_020,SAM_095,0.302943838
SAM_020,SAM_096,0.278229213
SAM_020,SAM_097,0.386082096
SAM_020,SAM_098,0.278108144
SAM_020,SAM_099,0.334887736
SAM_020,SAM_100,0.213670317
SAM_021,SAM_022,0.596082048
SAM_021,SAM_023,0.61242061
SAM_021,SAM_024,0.452643406
SAM_021,SAM_025,0.608567835
SAM_021,SAM_026,0.161897226
SAM_021,SAM_027,0.762730124
SAM_021,SAM_028,0.464488658
SAM_021,SAM_029,0.506812227
SAM_021,SAM_030,0.626340664
SAM_021,SAM_031,0.530576036
SAM_021,SAM_032,0.381621034
SAM_021,SAM_033,0.649060631
SAM_021,SAM_034,0.593080265
SAM_021,SAM_035,0.67823048
SAM_021,SAM_036,0.529060163
SAM_021,SAM_037,0.415455455
SAM_021,SAM_038,0.552347917
SAM_021,SAM_039,0.596812736
SAM_021,SAM_040,0.495009071
SAM_021,SAM_041,0.580195079
SAM_021,SAM_042,0.159870271
SAM_021,SAM_043,0.642611455
SAM_021,SAM_044,0.735687242
SAM_021,SAM_045,0.502221365
SAM_021,SAM_046,0.458251848
SAM_021,SAM_047,0.531128445
SAM_021,SAM_048,0.518464803
SAM_021,SAM_049,0.794160633
SAM_021,SAM_050,0.59007131
SAM_021,SAM_051,0.729080123
SAM_021,SAM_052,0.708131047
SAM_021,SAM_053,0.348710662
SAM_021,SAM_054,0.600720398
SAM_021,SAM_055,0.497502734
SAM_021,SAM_056,0.419559541
SAM_021,SAM_057,0.522332432
SAM_021,SAM_058,0.506703044
SAM_021,SAM_059,0.657787667
SAM_021,SAM_060,0.524240422
SAM_021,SAM_061,0.578107134
SAM_021,SAM_062,0.516434284
SAM_021,SAM_063,0.485152253
SAM_021,SAM_064,0.389108269
SAM_021,SAM_065,0.485844564
SAM_021,SAM_066,0.161532329
SAM_021,SAM_067,0.40542173
SAM_021,SAM_068,0.521400065
SAM_021,SAM_069,0.926262578
SAM_021,SAM_070,0.58415986
SAM_021,SAM_071,0.599225799
SAM_021,SAM_072,0.32195847
SAM_021,SAM_073,0.70310166
SAM_021,SAM_074,0.608471782
SAM_021,SAM_075,0.539857566
SAM_021,SAM_076,0.643593062
SAM_021,SAM_077,0.273346046
SAM_021,SAM_078,0.542589889
SAM_021,SAM_079,0.65002444
SAM_021,SAM_080,0.540916392
SAM_021,SAM_081,0.589897311
SAM_021,SAM_082,0.588736196
SAM_021,SAM_083,0.505156851
SAM_021,SAM_084,0.158268627
SAM_021,SAM_085,0.34794874
SAM_021,SAM_086,0.566266039
SAM_021,SAM_087,0.350577327
SAM_021,SAM_088,0.654334795
SAM_021,SAM_089,0.530783235
SAM_021,SAM_090,0.620311621
SAM_021,SAM_091,0.387525001
SAM_021,SAM_092,0.60185123
SAM_021,SAM_093,0.477631417
SAM_021,SAM_094,0.492183183
SAM_021,SAM_095,0.590508983
SAM_021,SAM_096,0.72180044
SAM_021,SAM_097,0.621501057
SAM_021,SAM_098,0.512299436
SAM_021,SAM_099,0.449710318
SAM_021,SAM_100,0.49342965
SAM_022,SAM_023,0.471555755
SAM_022,SAM_024,0.406942441
SAM_022,SAM_025,0.559334675
SAM_022,SAM_026,0.162355537
SAM_022,SAM_027,0.578362394
SAM_022,SAM_028,0.4355351
SAM_022,SAM_029,0.486174374
SAM_022,SAM_030,0.79563035
SAM_022,SAM_031,0.538858417
SAM_022,SAM_032,0.462577524
SAM_022,SAM_033,0.574681391
SAM_022,SAM_034,0.596193743
SAM_022,SAM_035,0.657960765
SAM_022,SAM_036,0.426160604
SAM_022,SAM_037,0.416061655
SAM_022,SAM_038,0.571488346
SAM_022,SAM_039,0.520827837
SAM_022,SAM_040,0.640084213
SAM_022,SAM_041,0.5439026
SAM_022,SAM_042,0.336337233
SAM_022,SAM_043,0.801342015
SAM_022,SAM_044,0.446623054
SAM_022,SAM_045,0.523217519
SAM_022,SAM_046,0.479777341
SAM_022,SAM_047,0.425580075
SAM_022,SAM_048,0.547862823
SAM_022,SAM_049,0.660927324
SAM_022,SAM_050,0.660172987
SAM_022,SAM_051,0.52869488
SAM_022,SAM_052,0.568111315
SAM_022,SAM_053,0.318915597
SAM_022,SAM_054,0.602042376
SAM_022,SAM_055,0.514451209
SAM_022,SAM_056,0.420168924
SAM_022,SAM_057,0.504340433
SAM_022,SAM_058,0.458857054
SAM_022,SAM_059,0.760412186
SAM_022,SAM_060,0.428569074
SAM_022,SAM_061,0.589595923
SAM_022,SAM_062,0.529933635
SAM_022,SAM_063,0.375110938
SAM_022,SAM_064,0.532826187
SAM_022,SAM_065,0.513433561
SAM_022,SAM_066,0.346578223
SAM_022,SAM_067,0.352301954
SAM_022,SAM_068,0.423209413
SAM_022,SAM_069,0.713320108
SAM_022,SAM_070,0.439217998
SAM_022,SAM_071,0.626333253
SAM_022,SAM_072,0.322500207
SAM_022,SAM_073,0.616069881
SAM_022,SAM_074,0.49846151
SAM_022,SAM_075,0.452659934
SAM_022,SAM_076,0.559880013
SAM_022,SAM_077,0.424087831
SAM_022,SAM_078,0.415211312
SAM_022,SAM_079,0.607759204
SAM_022,SAM_080,0.405434639
SAM_022,SAM_081,0.59073862
SAM_022,SAM_082,0.505624142
SAM_022,SAM_083,0.524378769
SAM_022,SAM_084,0.158725344
SAM_022,SAM_085,0.348506978
SAM_022,SAM_086,0.527430036
SAM_022,SAM_087,0.535819195
SAM_022,SAM_088,0.663510388
SAM_022,SAM_089,0.628509281
SAM_022,SAM_090,0.502647035
SAM_022,SAM_091,0.388110392
SAM_022,SAM_092,0.508787023
SAM_022,SAM_093,0.461287948
SAM_022,SAM_094,0.684599484
SAM_022,SAM_095,0.610872972
SAM_022,SAM_096,0.518725165
SAM_022,SAM_097,0.619005147
SAM_022,SAM_098,0.68939088
SAM_022,SAM_099,0.473552303
SAM_022,SAM_100,0.490853702
SAM_023,SAM_024,0.371842178
SAM_023,SAM_025,0.43582268
SAM_023,SAM_026,0.105504078
SAM_023,SAM_027,0.563116975
SAM_023,SAM_028,0.375359027
SAM_023,SAM_029,0.304538888
SAM_023,SAM_030,0.504513071
SAM_023,SAM_031,0.277600581
SAM_023,SAM_032,0.31120391
SAM_023,SAM_033,0.629475354
SAM_023,SAM_034,0.593148656
SAM_023,SAM_035,0.49887034
SAM_023,SAM_036,0.441308125
SAM_023,SAM_037,0.342261881
SAM_023,SAM_038,0.609022169
SAM_023,SAM_039,0.456010988
SAM_023,SAM_040,0.46335344
SAM_023,SAM_041,0.49578114
SAM_023,SAM_042,0.103581205
SAM_023,SAM_043,0.584774198
SAM_023,SAM_044,0.362023294
SAM_023,SAM_045,0.440671782
SAM_023,SAM_046,0.431474317
SAM_023,SAM_047,0.318647744
SAM_023,SAM_048,0.363247371
SAM_023,SAM_049,0.592176734
SAM_023,SAM_050,0.57347927
SAM_023,SAM_051,0.504536812
SAM_023,SAM_052,0.539000677
SAM_023,SAM_053,0.105692607
SAM_023,SAM_054,0.509216547
SAM_023,SAM_055,0.638833353
SAM_023,SAM_056,0.346014868
SAM_023,SAM_057,0.518649533
SAM_023,SAM_058,0.455836875
SAM_023,SAM_059,0.600685835
SAM_023,SAM_060,0.50628784
SAM_023,SAM_061,0.556019771
SAM_023,SAM_062,0.463682706
SAM_023,SAM_063,0.394910878
SAM_023,SAM_064,0.318094311
SAM_023,SAM_065,0.619823392
SAM_023,SAM_066,0.105157947
SAM_023,SAM_067,0.53708904
SAM_023,SAM_068,0.428635943
SAM_023,SAM_069,0.586931253
SAM_023,SAM_070,0.449817111
SAM_023,SAM_071,0.415140477
SAM_023,SAM_072,0.25597301
SAM_023,SAM_073,0.547461001
SAM_023,SAM_074,0.306316667
SAM_023,SAM_075,0.42990457
SAM_023,SAM_076,0.548499267
SAM_023,SAM_077,0.210591587
SAM_023,SAM_078,0.520501773
SAM_023,SAM_079,0.432506301
SAM_023,SAM_080,0.21751086
SAM_023,SAM_081,0.448377261
SAM_023,SAM_082,0.534251256
SAM_023,SAM_083,0.596618656
SAM_023,SAM_084,0.401616196
SAM_023,SAM_085,0.280100662
SAM_023,SAM_086,0.545882518
SAM_023,SAM_087,0.105565342
SAM_023,SAM_088,0.58952479
SAM_023,SAM_089,0.450900175
SAM_023,SAM_090,0.659997671
SAM_023,SAM_091,0.316638059
SAM_023,SAM_092,0.422399246
SAM_023,SAM_093,0.33369625
SAM_023,SAM_094,0.420515469
SAM_023,SAM_095,0.364003301
SAM_023,SAM_096,0.44664344
SAM_023,SAM_097,0.536318679
SAM_023,SAM_098,0.479325852
SAM_023,SAM_099,0.374938287
SAM_023,SAM_100,0.337949552
SAM_024,SAM_025,0.602048559
SAM_024,SAM_026,0.313093542
SAM_024,SAM_027,0.755509681
SAM_024,SAM_028,0.608817084
SAM_024,SAM_029,0.435568386
SAM_024,SAM_030,0.459241571
SAM_024,SAM_031,0.404192182
SAM_024,SAM_032,0.605065075
SAM_024,SAM_033,0.665551253
SAM_024,SAM_034,0.408791185
SAM_024,SAM_035,0.513479479
SAM_024,SAM_036,0.485804417
SAM_024,SAM_037,0.724695358
SAM_024,SAM_038,0.621444695
SAM_024,SAM_039,0.594993698
SAM_024,SAM_040,0.508304582
SAM_024,SAM_041,0.608071101
SAM_024,SAM_042,0.207757944
SAM_024,SAM_043,0.556618571
SAM_024,SAM_044,0.434641917
SAM_024,SAM_045,0.63587604
SAM_024,SAM_046,0.481746651
SAM_024,SAM_047,0.678750925
SAM_024,SAM_048,0.505234713
SAM_024,SAM_049,0.573617748
SAM_024,SAM_050,0.559106376
SAM_024,SAM_051,0.502831658
SAM_024,SAM_052,0.545356164
SAM_024,SAM_053,0.31484476
SAM_024,SAM_054,0.602518575
SAM_024,SAM_055,0.594447556
SAM_024,SAM_056,0.85633698
SAM_024,SAM_057,0.572223026
SAM_024,SAM_058,0.614662075
SAM_024,SAM_059,0.643827537
SAM_024,SAM_060,0.64297317
SAM_024,SAM_061,0.607637654
SAM_024,SAM_062,0.599048547
SAM_024,SAM_063,0.529460063
SAM_024,SAM_064,0.53587769
SAM_024,SAM_065,0.525374835
SAM_024,SAM_066,0.209500211
SAM_024,SAM_067,0.464305972
SAM_024,SAM_068,0.67332564
SAM_024,SAM_069,0.469057826
SAM_024,SAM_070,0.47134939
SAM_024,SAM_071,0.644393264
SAM_024,SAM_072,0.45033617
SAM_024,SAM_073,0.650891626
SAM_024,SAM_074,0.565598482
SAM_024,SAM_075,0.791655477
SAM_024,SAM_076,0.549090255
SAM_024,SAM_077,0.502532656
SAM_024,SAM_078,0.600567043
SAM_024,SAM_079,0.609349857
SAM_024,SAM_080,0.335278601
SAM_024,SAM_081,0.69642837
SAM_024,SAM_082,0.641366381
SAM_024,SAM_083,0.487317305
SAM_024,SAM_084,0.206079266
SAM_024,SAM_085,0.472783948
SAM_024,SAM_086,0.668896178
SAM_024,SAM_087,0.209950465
SAM_024,SAM_088,0.633488111
SAM_024,SAM_089,0.699257106
SAM_024,SAM_090,0.555939637
SAM_024,SAM_091,0.771355453
SAM_024,SAM_092,0.675103535
SAM_024,SAM_093,0.673425861
SAM_024,SAM_094,0.49588037
SAM_024,SAM_095,0.582607823
SAM_024,SAM_096,0.595531699
SAM_024,SAM_097,0.593730476
SAM_024,SAM_098,0.549201995
SAM_024,SAM_099,0.616620385
SAM_024,SAM_100,0.639306796
SAM_025,SAM_026,0.222756122
SAM_025,SAM_027,0.720574815
SAM_025,SAM_028,0.570872433
SAM_025,SAM_029,0.616320326
SAM_025,SAM_030,0.507326898
SAM_025,SAM_031,0.477534592
SAM_025,SAM_032,0.497616063
SAM_025,SAM_033,0.607480133
SAM_025,SAM_034,0.496474652
SAM_025,SAM_035,0.584405912
SAM_025,SAM_036,0.48088533
SAM_025,SAM_037,0.541968991
SAM_025,SAM_038,0.541747015
SAM_025,SAM_039,0.550217887
SAM_025,SAM_040,0.465042404
SAM_025,SAM_041,0.675511189
SAM_025,SAM_042,0.220603433
SAM_025,SAM_043,0.694934242
SAM_025,SAM_044,0.56893894
SAM_025,SAM_045,0.554776736
SAM_025,SAM_046,0.422242083
SAM_025,SAM_047,0.495938833
SAM_025,SAM_048,0.593397688
SAM_025,SAM_049,0.622169254
SAM_025,SAM_050,0.684995423
SAM_025,SAM_051,0.618979812
SAM_025,SAM_052,0.74499049
SAM_025,SAM_053,0.334496417
SAM_025,SAM_054,0.69809373
SAM_025,SAM_055,0.568553264
SAM_025,SAM_056,0.57294238
SAM_025,SAM_057,0.566459803
SAM_025,SAM_058,0.543335318
SAM_025,SAM_059,0.631051979
SAM_025,SAM_060,0.537569454
SAM_025,SAM_061,0.656739612
SAM_025,SAM_062,0.532660839
SAM_025,SAM_063,0.586841662
SAM_025,SAM_064,0.584297451
SAM_025,SAM_065,0.421259455
SAM_025,SAM_066,0.342577285
SAM_025,SAM_067,0.508669651
SAM_025,SAM_068,0.735965022
SAM_025,SAM_069,0.572520153
SAM_025,SAM_070,0.516365854
SAM_025,SAM_071,0.657264166
SAM_025,SAM_072,0.394799694
SAM_025,SAM_073,0.716342512
SAM_025,SAM_074,0.58926865
SAM_025,SAM_075,0.67926108
SAM_025,SAM_076,0.546705541
SAM_025,SAM_077,0.448885089
SAM_025,SAM_078,0.581449339
SAM_025,SAM_079,0.705283762
SAM_025,SAM_080,0.440601849
SAM_025,SAM_081,0.615409753
SAM_025,SAM_082,0.637516924
SAM_025,SAM_083,0.574187959
SAM_025,SAM_084,0.218902815
SAM_025,SAM_085,0.486208606
SAM_025,SAM_086,0.687712216
SAM_025,SAM_087,0.47626568
SAM_025,SAM_088,0.716204487
SAM_025,SAM_089,0.670108698
SAM_025,SAM_090,0.539747092
SAM_025,SAM_091,0.554151891
SAM_025,SAM_092,0.630144449
SAM_025,SAM_093,0.61255818
SAM_025,SAM_094,0.573214999
SAM_025,SAM_095,0.569985598
SAM_025,SAM_096,0.733335649
SAM_025,SAM_097,0.619680111
SAM_025,SAM_098,0.574558176
SAM_025,SAM_099,0.578124953
SAM_025,SAM_100,0.557909123
SAM_026,SAM_027,0.292462015
SAM_026,SAM_028,0.160390301
SAM_026,SAM_029,0.184078241
SAM_026,SAM_030,0.185050799
SAM_026,SAM_031,0.160250941
SAM_026,SAM_032,0.189949458
SAM_026,SAM_033,0.246521566
SAM_026,SAM_034,0.163768564
SAM_026,SAM_035,0.21616801
SAM_026,SAM_036,0.386556932
SAM_026,SAM_037,0.417023248
SAM_026,SAM_038,0.366581762
SAM_026,SAM_039,0.339567419
SAM_026,SAM_040,0.193419211
SAM_026,SAM_041,0.327092999
SAM_026,SAM_042,0.003149374
SAM_026,SAM_043,0.323704945
SAM_026,SAM_044,0.161637279
SAM_026,SAM_045,0.396756599
SAM_026,SAM_046,0.324083999
SAM_026,SAM_047,0.196495027
SAM_026,SAM_048,0.384643519
SAM_026,SAM_049,0.212009725
SAM_026,SAM_050,0.399278359
SAM_026,SAM_051,0.208248651
SAM_026,SAM_052,0.230866042
SAM_026,SAM_053,0.337645245
SAM_026,SAM_054,0.442518323
SAM_026,SAM_055,0.212528753
SAM_026,SAM_056,0.349643147
SAM_026,SAM_057,0.221588856
SAM_026,SAM_058,0.249121024
SAM_026,SAM_059,0.350593741
SAM_026,SAM_060,0.412888061
SAM_026,SAM_061,0.317921458
SAM_026,SAM_062,0.344890838
SAM_026,SAM_063,0.184197082
SAM_026,SAM_064,0.196008807
SAM_026,SAM_065,0.161000845
SAM_026,SAM_066,0.004593834
SAM_026,SAM_067,0.16558209
SAM_026,SAM_068,0.222869566
SAM_026,SAM_069,0.193125769
SAM_026,SAM_070,0.30224451
SAM_026,SAM_071,0.259201107
SAM_026,SAM_072,0.295698101
SAM_026,SAM_073,0.263953214
SAM_026,SAM_074,0.185645244
SAM_026,SAM_075,0.204893555
SAM_026,SAM_076,0.389699424
SAM_026,SAM_077,0.100358425
SAM_026,SAM_078,0.336148407
SAM_026,SAM_079,0.329147098
SAM_026,SAM_080,0.106581036
SAM_026,SAM_081,0.228219535
SAM_026,SAM_082,0.532224519
SAM_026,SAM_083,0.356832794
SAM_026,SAM_084,0.001756885
SAM_026,SAM_085,0.162468693
SAM_026,SAM_086,0.320104379
SAM_026,SAM_087,0.004966996
SAM_026,SAM_088,0.328279878
SAM_026,SAM_089,0.470932382
SAM_026,SAM_090,0.393072471
SAM_026,SAM_091,0.194729085
SAM_026,SAM_092,0.236568821
SAM_026,SAM_093,0.180783375
SAM_026,SAM_094,0.336934045
SAM_026,SAM_095,0.242506104
SAM_026,SAM_096,0.230607448
SAM_026,SAM_097,0.213422348
SAM_026,SAM_098,0.29123857
SAM_026,SAM_099,0.341507912
SAM_026,SAM_100,0.213408412
SAM_027,SAM_028,0.781630919
SAM_027,SAM_029,0.564219237
SAM_027,SAM_030,0.633566014
SAM_027,SAM_031,0.540457867
SAM_027,SAM_032,0.618542894
SAM_027,SAM_033,0.924455743
SAM_027,SAM_034,0.579950515
SAM_027,SAM_035,0.677645216
SAM_027,SAM_036,0.574340886
SAM_027,SAM_037,0.684276836
SAM_027,SAM_038,0.745505612
SAM_027,SAM_039,0.772427942
SAM_027,SAM_040,0.653739217
SAM_027,SAM_041,0.78362269
SAM_027,SAM_042,0.385173808
SAM_027,SAM_043,0.720089209
SAM_027,SAM_044,0.64850012
SAM_027,SAM_045,0.748069945
SAM_027,SAM_046,0.515311007
SAM_027,SAM_047,0.698710588
SAM_027,SAM_048,0.609381379
SAM_027,SAM_049,0.916244127
SAM_027,SAM_050,0.666931036
SAM_027,SAM_051,0.741202847
SAM_027,SAM_052,0.801649835
SAM_027,SAM_053,0.385385689
SAM_027,SAM_054,0.767058147
SAM_027,SAM_055,0.653152451
SAM_027,SAM_056,0.749714572
SAM_027,SAM_057,0.666790827
SAM_027,SAM_058,0.720716747
SAM_027,SAM_059,0.799083221
SAM_027,SAM_060,0.684459191
SAM_027,SAM_061,0.70356025
SAM_027,SAM_062,0.678668511
SAM_027,SAM_063,0.671534426
SAM_027,SAM_064,0.640155994
SAM_027,SAM_065,0.614421291
SAM_027,SAM_066,0.255852262
SAM_027,SAM_067,0.541787259
SAM_027,SAM_068,0.770612551
SAM_027,SAM_069,0.728414548
SAM_027,SAM_070,0.593331101
SAM_027,SAM_071,0.813945125
SAM_027,SAM_072,0.604571929
SAM_027,SAM_073,0.855230501
SAM_027,SAM_074,0.70298283
SAM_027,SAM_075,0.781732357
SAM_027,SAM_076,0.675616768
SAM_027,SAM_077,0.419012372
SAM_027,SAM_078,0.816208428
SAM_027,SAM_079,0.803088607
SAM_027,SAM_080,0.615525789
SAM_027,SAM_081,0.864145134
SAM_027,SAM_082,0.802317177
SAM_027,SAM_083,0.604609469
SAM_027,SAM_084,0.252264301
SAM_027,SAM_085,0.515962089
SAM_027,SAM_086,0.858412888
SAM_027,SAM_087,0.345441887
SAM_027,SAM_088,0.807350779
SAM_027,SAM_089,0.705315882
SAM_027,SAM_090,0.680427031
SAM_027,SAM_091,0.594390434
SAM_027,SAM_092,0.876982367
SAM_027,SAM_093,0.75973858
SAM_027,SAM_094,0.57804004
SAM_027,SAM_095,0.70161918
SAM_027,SAM_096,0.771583337
SAM_027,SAM_097,0.738562914
SAM_027,SAM_098,0.630829363
SAM_027,SAM_099,0.649886702
SAM_027,SAM_100,0.63977496
SAM_028,SAM_029,0.37249542
