Sample_1,Sample_2,Euclidean_Distance,Euclidean_Similarity
SAM_019,SAM_050,0.4544425274993528,0.6875486525544028
SAM_018,SAM_028,0.454464067226442,0.6875384703775652
SAM_049,SAM_050,0.4544763297466657,0.6875326738209453
SAM_010,SAM_052,0.4544962545500238,0.6875232554719566
SAM_037,SAM_050,0.454521107540673,0.6875115079566054
SAM_047,SAM_079,0.4545287751067032,0.6875078837313761
SAM_022,SAM_035,0.4545426816042691,0.6875013106504808
SAM_001,SAM_037,0.454556765651992,0.687494653776375
SAM_089,SAM_099,0.4546498955240175,0.6874506388630124
SAM_033,SAM_037,0.4546592569166496,0.6874462148060966
SAM_008,SAM_090,0.4546724285680846,0.6874399901731526
SAM_004,SAM_067,0.4546755873147359,0.687438497435675
SAM_001,SAM_068,0.4546758506892575,0.6874383729723553
SAM_049,SAM_055,0.4546842662771607,0.687434396028224
SAM_080,SAM_081,0.4546843482021346,0.6874343573132649
SAM_021,SAM_059,0.4546873655601176,0.6874329314154431
SAM_018,SAM_027,0.4547564188661882,0.6874003008554399
SAM_061,SAM_083,0.4548424544828681,0.6873596497810862
SAM_002,SAM_008,0.4549399401019874,0.6873135944909882
SAM_064,SAM_093,0.4551119741338388,0.6872323352264722
SAM_014,SAM_056,0.4551164630069977,0.6872302151908173
SAM_025,SAM_071,0.4551249353748924,0.6872262138387204
SAM_010,SAM_086,0.4551329035567523,0.6872224506474425
SAM_073,SAM_100,0.4551512651855425,0.6872137790241983
SAM_062,SAM_082,0.4551956057564704,0.6871928392610552
SAM_051,SAM_094,0.4552108518038645,0.6871856396345658
SAM_008,SAM_058,0.4553400882856681,0.6871246164722636
SAM_061,SAM_078,0.455480014929305,0.6870585578246993
SAM_013,SAM_086,0.4555346198698843,0.687032782558888
SAM_025,SAM_061,0.4555633846129427,0.6870192054644984
SAM_012,SAM_018,0.455574221285621,0.6870140906430455
SAM_054,SAM_075,0.4556075605167236,0.6869983552744201
SAM_039,SAM_096,0.4557301066420782,0.6869405224480055
SAM_016,SAM_017,0.455897513263672,0.6868615344759462
SAM_095,SAM_100,0.455906916595921,0.6868570982120998
SAM_035,SAM_074,0.4559259862082879,0.6868481018079293
SAM_073,SAM_075,0.4560271033611928,0.6868004020608761
SAM_067,SAM_086,0.4561992501089847,0.6867192109357
SAM_034,SAM_049,0.456224668776251,0.6867072241265885
SAM_072,SAM_082,0.4563094058859624,0.6866672672430063
SAM_071,SAM_099,0.45639871450301,0.6866251597463445
SAM_036,SAM_061,0.4566922262311894,0.6864868103176734
SAM_070,SAM_095,0.4567054209225022,0.6864805921891334
SAM_012,SAM_023,0.4567645753558391,0.686452716462942
SAM_033,SAM_069,0.4568570685674021,0.6864091348256616
SAM_012,SAM_064,0.4569027801403708,0.6863875981509564
SAM_062,SAM_078,0.456986134253546,0.6863483299464119
SAM_028,SAM_059,0.457055785654224,0.6863155205488553
SAM_005,SAM_060,0.4570629671062839,0.68631213789339
SAM_038,SAM_078,0.4570706053773312,0.6863085401005906
SAM_048,SAM_073,0.4571706371804733,0.6862614264139527
SAM_019,SAM_088,0.457282678657305,0.6862086640056471
SAM_050,SAM_058,0.4574385137917445,0.686135291840443
SAM_004,SAM_081,0.4575560096862459,0.6860799813897103
SAM_021,SAM_088,0.4575734562887144,0.6860717692720669
SAM_033,SAM_051,0.4579735011984863,0.6858835220105016
SAM_059,SAM_078,0.4580136066756096,0.6858646554609884
SAM_001,SAM_015,0.4580166598498356,0.6858632192193141
SAM_027,SAM_040,0.458071271419634,0.6858375304427757
SAM_032,SAM_092,0.4581197606521683,0.6858147231697439
SAM_088,SAM_092,0.4581247810367825,0.6858123618809645
SAM_037,SAM_061,0.4581978570443122,0.6857779931366418
SAM_058,SAM_099,0.4582369510417072,0.6857596080565914
SAM_047,SAM_061,0.4583552468337196,0.6857039820517882
SAM_005,SAM_057,0.4584166193540544,0.6856751265237973
SAM_014,SAM_015,0.4584462763508937,0.6856611835590205
SAM_027,SAM_055,0.4585617211455836,0.6856069136481793
SAM_017,SAM_039,0.458567282849529,0.6856042993411662
SAM_071,SAM_094,0.4586010234397651,0.685588439833764
SAM_016,SAM_036,0.4587203673263266,0.6855323490360867
SAM_005,SAM_052,0.4587480888243569,0.6855193214381011
SAM_076,SAM_095,0.4588317431259524,0.685480011462612
SAM_016,SAM_041,0.459027640344239,0.6853879750791169
SAM_005,SAM_047,0.459046998900984,0.685378881388497
SAM_035,SAM_043,0.4590557954105361,0.6853747493039695
SAM_069,SAM_070,0.4592204991069105,0.6852973903615197
SAM_036,SAM_086,0.4592371218662532,0.6852895838622006
SAM_037,SAM_075,0.459584538578051,0.6851264682306205
SAM_028,SAM_041,0.4596075184328471,0.6851156816961872
SAM_075,SAM_093,0.459630979373671,0.685104669694734
SAM_043,SAM_092,0.4596327725478243,0.6851038280364695
SAM_043,SAM_045,0.4596898949291794,0.6850770177103388
SAM_048,SAM_054,0.4597195744146642,0.6850630885051959
SAM_056,SAM_061,0.4597771341639338,0.6850360761218085
SAM_012,SAM_025,0.4598347031271128,0.6850090615450498
SAM_035,SAM_089,0.4598675452779854,0.6849936511257819
SAM_039,SAM_081,0.4599378189494749,0.6849606791606839
SAM_039,SAM_043,0.4600764901622338,0.6848956248099624
SAM_081,SAM_091,0.4601424018714206,0.6848647082081378
SAM_041,SAM_057,0.4601785889195628,0.6848477354677108
SAM_001,SAM_074,0.4602951185924092,0.6847930854989835
SAM_082,SAM_092,0.4603467597366142,0.6847688696761024
SAM_037,SAM_089,0.4603576806136724,0.6847637488233563
SAM_074,SAM_076,0.460378626132882,0.6847539275811125
SAM_024,SAM_073,0.4604514365272412,0.6847197893672293
SAM_017,SAM_055,0.4606756705101756,0.6846146753787762
SAM_030,SAM_097,0.4607056402954059,0.6846006289109453
SAM_062,SAM_086,0.4607315768427425,0.6845884732371036
SAM_005,SAM_096,0.4607665217873364,0.6845720962830113
SAM_047,SAM_091,0.4608100691174185,0.6845516889161181
SAM_004,SAM_008,0.4609944876026176,0.6844652792913168
SAM_006,SAM_071,0.4609964690754149,0.6844643509869983
SAM_014,SAM_063,0.46099761940817,0.6844638120663648
SAM_045,SAM_096,0.4610240254043166,0.6844514413260692
SAM_071,SAM_076,0.4610943621429349,0.6844184919948194
SAM_001,SAM_097,0.4611076662776276,0.6844122600134166
SAM_021,SAM_079,0.4611762760593828,0.6843801233187827
SAM_082,SAM_093,0.4612463052426545,0.6843473248912271
SAM_027,SAM_099,0.4612914044289141,0.6843262041843112
SAM_089,SAM_095,0.4613194823546909,0.6843130554782273
SAM_050,SAM_090,0.4613391492167124,0.6843038459183186
SAM_010,SAM_041,0.4613895573157242,0.6842802420436046
SAM_048,SAM_096,0.4614475325538105,0.684253096826916
SAM_048,SAM_050,0.4615345616527542,0.6842123520289285
SAM_043,SAM_100,0.4615425959757127,0.6842085908090889
SAM_069,SAM_071,0.4615578654946745,0.6842014425898512
SAM_051,SAM_082,0.4616634610839372,0.6841520135273972
SAM_051,SAM_057,0.4619442283436389,0.6840206217257584
SAM_021,SAM_033,0.4619818779995596,0.684003006499853
SAM_007,SAM_068,0.4619959299604272,0.6839964322110442
SAM_005,SAM_063,0.4620233898841053,0.6839835852963133
SAM_034,SAM_043,0.462038452187694,0.6839765387180265
SAM_060,SAM_073,0.462209575733779,0.6838964924013516
SAM_010,SAM_039,0.4623300746220171,0.6838401379787528
SAM_064,SAM_081,0.4624420316104495,0.6837877867191728
SAM_047,SAM_051,0.4624471788215385,0.6837853800680956
SAM_027,SAM_044,0.4624503825276825,0.6837838821386962
SAM_045,SAM_085,0.462527008724896,0.6837480566405744
SAM_006,SAM_078,0.4625537649830558,0.6837355480135702
SAM_082,SAM_083,0.4627211112538524,0.6836573235364016
SAM_033,SAM_090,0.4627867685014341,0.6836266375477675
SAM_052,SAM_074,0.4628089805740593,0.6836162569958819
SAM_056,SAM_088,0.4628398486517772,0.6836018316848885
SAM_017,SAM_093,0.462849855784789,0.6835971552688983
SAM_086,SAM_095,0.4629774803378669,0.6835375208708308
SAM_074,SAM_079,0.4630039525749214,0.683525152642258
SAM_039,SAM_047,0.4630334036546392,0.6835113931794123
SAM_039,SAM_056,0.4631215273554016,0.6834702253390422
SAM_014,SAM_047,0.4632059648795555,0.683430784183767
SAM_060,SAM_078,0.463297666301051,0.6833879551846872
SAM_075,SAM_092,0.4633238233676313,0.6833757395534247
SAM_063,SAM_068,0.4633774218711999,0.6833507098403324
SAM_043,SAM_083,0.4633787260977785,0.683350100808547
SAM_014,SAM_096,0.4634592513911012,0.6833125001939365
SAM_016,SAM_044,0.4635688007189439,0.6832613536915882
SAM_005,SAM_061,0.4636974195528804,0.6832013137698041
SAM_017,SAM_038,0.4637084499984877,0.6831961651933027
SAM_075,SAM_091,0.4637387318307583,0.6831820312285231
SAM_002,SAM_016,0.4638238914717524,0.6831422863269322
SAM_012,SAM_063,0.4639746660109795,0.6830719296016152
SAM_033,SAM_060,0.4640241725384573,0.6830488312676626
SAM_018,SAM_057,0.464189717787889,0.6829716039194764
SAM_001,SAM_069,0.464256470929593,0.6829404683218804
SAM_035,SAM_058,0.4643567344187009,0.6828937078620843
SAM_056,SAM_059,0.4643629059259578,0.6828908298299675
SAM_039,SAM_072,0.4644618114549354,0.6828447093519666
SAM_056,SAM_060,0.4646388740731881,0.6827621591245774
SAM_010,SAM_013,0.4647628720110934,0.6827043606225612
SAM_005,SAM_013,0.4647838749354371,0.6826945716098061
SAM_008,SAM_061,0.4649563374124499,0.682614201161994
SAM_028,SAM_056,0.4649634721136704,0.6826108766774817
SAM_052,SAM_089,0.4649766944697336,0.6826047156756732
SAM_057,SAM_074,0.4649801283926013,0.682603115645818
SAM_034,SAM_076,0.4650475445586182,0.6825717047300842
SAM_052,SAM_100,0.4650984446329615,0.6825479909990085
SAM_068,SAM_097,0.4651185574668032,0.6825386211263371
SAM_064,SAM_079,0.4652039623648965,0.6824988368076489
SAM_035,SAM_094,0.4652302137651852,0.6824866090020841
SAM_001,SAM_098,0.4654921260343723,0.6823646352205277
SAM_050,SAM_081,0.4654970220098083,0.6823623555567397
SAM_068,SAM_078,0.4655716361635446,0.6823276156037786
SAM_048,SAM_082,0.4657051876455747,0.682265443575555
SAM_016,SAM_069,0.4658203635523033,0.6822118350004203
SAM_024,SAM_071,0.465883106476292,0.6821826348785834
SAM_007,SAM_041,0.4659107367296873,0.6821697767429609
SAM_054,SAM_081,0.4660372639607266,0.6821109016685873
SAM_006,SAM_007,0.4660832966326942,0.6820894844766351
SAM_004,SAM_033,0.4660895040654745,0.6820865965051891
SAM_090,SAM_096,0.4661474866391537,0.6820596216362227
SAM_008,SAM_035,0.4661634623176724,0.6820521897464464
SAM_054,SAM_056,0.4662227261728025,0.6820246216004596
SAM_024,SAM_059,0.4663559711207738,0.6819626473343128
SAM_013,SAM_055,0.4663679144195063,0.6819570928731564
SAM_021,SAM_076,0.4665519571280352,0.681871511704441
SAM_006,SAM_076,0.4668109275713241,0.6817511249767906
SAM_015,SAM_027,0.4668571144365265,0.6817296587092169
SAM_006,SAM_095,0.4668683375428237,0.6817244427506814
SAM_045,SAM_094,0.466898413147871,0.6817104654534757
SAM_073,SAM_083,0.4670228787757619,0.6816526275544558
SAM_013,SAM_019,0.4670481186130611,0.6816409000581346
SAM_024,SAM_060,0.4670700954888891,0.6816306890004177
SAM_017,SAM_056,0.4672451836027846,0.6815493491991055
SAM_021,SAM_043,0.4673724355372277,0.6814902445907569
SAM_006,SAM_035,0.4675023024542232,0.681429935971902
SAM_005,SAM_085,0.4675034829816779,0.681429387798247
SAM_014,SAM_092,0.4676005825488244,0.6813843029847202
SAM_006,SAM_098,0.467602606600947,0.68138336324985
SAM_080,SAM_093,0.4676631493928082,0.6813552554029263
SAM_069,SAM_097,0.4678043989746142,0.6812896873034205
SAM_033,SAM_035,0.4678311282931053,0.6812772809654667
SAM_055,SAM_083,0.4679871364685145,0.6812048792237139
SAM_054,SAM_058,0.4680227169700206,0.6811883688448546
SAM_060,SAM_082,0.4680674718456731,0.6811676024282366
SAM_013,SAM_051,0.4681330535221797,0.681137174591167
SAM_043,SAM_090,0.4681499687066101,0.6811293269181253
SAM_010,SAM_062,0.4681711516101777,0.6811194995237964
SAM_002,SAM_049,0.46824259492276,0.6810863568854622
SAM_044,SAM_052,0.468267766774524,0.6810746804016478
SAM_061,SAM_098,0.4682738604705583,0.6810718537749599
SAM_079,SAM_099,0.468315829222118,0.681052386753726
SAM_024,SAM_082,0.4684131335690749,0.6810072568402015
SAM_014,SAM_082,0.4685735299822217,0.6809328777784152
SAM_052,SAM_058,0.4687200302952712,0.6808649568147853
SAM_018,SAM_068,0.4687236350985514,0.6808632857146744
SAM_007,SAM_052,0.4687249041815465,0.6808626974002695
SAM_057,SAM_089,0.4689133377288387,0.6807753557103311
SAM_007,SAM_012,0.4689324807474953,0.680766483896612
SAM_012,SAM_037,0.4690669029040527,0.6807041925886419
SAM_058,SAM_097,0.4692536314190866,0.6806176813966045
SAM_017,SAM_076,0.469299479543713,0.680596443354453
SAM_030,SAM_095,0.4693235282829958,0.6805853038837321
SAM_014,SAM_037,0.4693505875142802,0.6805727703772271
SAM_027,SAM_064,0.46942483817966,0.6805383807441361
SAM_022,SAM_040,0.4694848363898454,0.6805105947583293
SAM_062,SAM_073,0.4695144794359381,0.6804968674986056
SAM_033,SAM_076,0.4695268055180662,0.6804911596338391
SAM_016,SAM_025,0.4695304276615095,0.6804894823384625
SAM_002,SAM_033,0.4695526235684345,0.6804792043252964
SAM_041,SAM_095,0.4696240645452487,0.6804461250499689
SAM_029,SAM_071,0.4696620573348458,0.6804285345798795
SAM_027,SAM_100,0.4697433259770702,0.6803909106613635
SAM_061,SAM_097,0.4697867900441645,0.6803707903579347
SAM_035,SAM_038,0.4698174515702881,0.6803565972982863
SAM_001,SAM_048,0.4698183874647734,0.6803561640869502
SAM_012,SAM_040,0.4699444261825009,0.6802978277192672
SAM_007,SAM_075,0.4700523234704834,0.6802478959655062
SAM_035,SAM_097,0.4700638869345314,0.6802425451626203
SAM_032,SAM_095,0.4700690366318547,0.680240162251936
SAM_062,SAM_089,0.4701185193118858,0.6802172660664578
SAM_024,SAM_100,0.4701346422036989,0.6802098061583137
SAM_048,SAM_052,0.4701357260408955,0.680209304683058
SAM_064,SAM_099,0.4701951636288915,0.6801818049324105
SAM_019,SAM_057,0.4703702977442347,0.6801007892597856
SAM_038,SAM_072,0.4703954819085744,0.6800891408493716
SAM_014,SAM_039,0.4704617797441148,0.6800584780748378
SAM_018,SAM_082,0.4704701583522594,0.6800546031621298
SAM_078,SAM_093,0.4705079437161503,0.6800371288528233
SAM_023,SAM_055,0.4705303705394584,0.680026757715418
SAM_089,SAM_096,0.4705307050554724,0.6800266030230748
SAM_045,SAM_051,0.4706442539753354,0.6799740979484841
SAM_058,SAM_076,0.470760574283786,0.6799203197889422
SAM_031,SAM_043,0.4708760749921363,0.6798669289697613
SAM_005,SAM_038,0.4708941133630787,0.6798585913934907
SAM_051,SAM_089,0.470918951837787,0.6798471110529821
SAM_028,SAM_079,0.4709417609429004,0.6798365690283902
SAM_041,SAM_060,0.4709503524788999,0.6798325982347148
SAM_016,SAM_074,0.4710006472394704,0.6798093541812058
SAM_018,SAM_032,0.4711266386015548,0.6797511334242406
SAM_055,SAM_071,0.471153423313468,0.6797387574626359
SAM_007,SAM_049,0.4711550118591545,0.6797380234841888
SAM_061,SAM_075,0.4711832967115875,0.6797249548952983
SAM_056,SAM_100,0.471223912593578,0.6797061898192839
SAM_018,SAM_038,0.4712322153673282,0.6797023539552702
SAM_044,SAM_058,0.4712412167881752,0.6796981953666792
SAM_008,SAM_040,0.4713534344841458,0.6796463559080884
SAM_019,SAM_040,0.4714300579089119,0.6796109639224894
SAM_059,SAM_092,0.4714707866877862,0.6795921529988065
SAM_010,SAM_069,0.4714930106586947,0.6795818891129921
SAM_005,SAM_056,0.4715380567886329,0.6795610860260862
SAM_005,SAM_010,0.4716069390922911,0.6795292774419879
SAM_025,SAM_082,0.4716307106200783,0.6795183008777015
SAM_029,SAM_043,0.4717903878842807,0.6794445786791107
SAM_002,SAM_073,0.4718047512478016,0.6794379479697944
SAM_008,SAM_019,0.4718482572819359,0.6794178646151345
SAM_002,SAM_041,0.4718547074047264,0.6794148871958072
SAM_055,SAM_099,0.4719020458739292,0.6793930362439701
SAM_075,SAM_096,0.4719090429309445,0.6793898065934469
SAM_092,SAM_100,0.4719559457195131,0.6793681583392672
SAM_035,SAM_054,0.4719801273358868,0.679356997712927
SAM_041,SAM_068,0.4720721924663641,0.679314509925334
SAM_006,SAM_022,0.4723479315081204,0.679187288955338
SAM_058,SAM_078,0.4723603837114201,0.6791815448601463
SAM_015,SAM_018,0.4724025139645216,0.6791621112541075
SAM_038,SAM_051,0.4725703151912951,0.6790847198832026
SAM_068,SAM_089,0.4726414722598938,0.6790519069556115
SAM_043,SAM_078,0.4727171025042356,0.6790170347717028
SAM_067,SAM_083,0.4728828057774992,0.6789406435307827
SAM_024,SAM_045,0.4730022471405395,0.678885590257073
SAM_028,SAM_064,0.4730323961421669,0.6788716952994202
SAM_050,SAM_076,0.4731669377714381,0.6788096951950127
SAM_013,SAM_069,0.4731722203384303,0.6788072610887755
SAM_076,SAM_083,0.4732783236109594,0.6787583744183726
SAM_008,SAM_076,0.4732804144479254,0.6787574111441131
SAM_007,SAM_054,0.4734251212177064,0.6786907496008715
SAM_005,SAM_082,0.4734450131747086,0.6786815870687863
SAM_044,SAM_061,0.4734895550062323,0.6786610713340078
SAM_013,SAM_068,0.4737001470339649,0.6785640905394797
SAM_035,SAM_060,0.4737202952164916,0.6785548134512855
SAM_045,SAM_068,0.473766742078842,0.6785334282882759
SAM_058,SAM_059,0.4737874432696586,0.6785238974362942
SAM_061,SAM_093,0.4738042772073717,0.6785161472694621
SAM_043,SAM_094,0.4738325080658776,0.678503150478278
SAM_044,SAM_049,0.4739395425579089,0.6784538789593614
SAM_074,SAM_080,0.4739989797457374,0.6784265211448779
SAM_056,SAM_092,0.4740890959513834,0.6783850465663988
SAM_010,SAM_016,0.4741136977561395,0.678373724850516
SAM_004,SAM_097,0.474133718269435,0.6783645117173996
SAM_043,SAM_062,0.4743002440437913,0.6782878888069267
SAM_033,SAM_047,0.4743937004219175,0.6782448946396317
SAM_043,SAM_060,0.4744102593747314,0.6782372773396738
SAM_048,SAM_071,0.4744542074847687,0.6782170615565423
SAM_058,SAM_100,0.4747548655885477,0.6780787935226905
SAM_035,SAM_049,0.4747572527092135,0.6780776959482266
SAM_017,SAM_019,0.4748697144480789,0.6780259911799849
SAM_027,SAM_030,0.4749330869712069,0.6779968588632805
SAM_045,SAM_090,0.4749470177819838,0.6779904552122786
SAM_019,SAM_054,0.474957585790563,0.6779855974394068
SAM_004,SAM_069,0.4749702280143462,0.6779797863081163
SAM_024,SAM_088,0.4749982024176513,0.6779669279331407
SAM_039,SAM_055,0.4750157933163906,0.6779588425637285
SAM_076,SAM_082,0.4750646562311282,0.6779363845345296
SAM_055,SAM_060,0.4752346387838327,0.677858269938936
SAM_070,SAM_096,0.4752583628932793,0.6778473690796766
SAM_046,SAM_054,0.4752621219916437,0.6778456418646287
SAM_041,SAM_098,0.4752695920212022,0.6778422095923118
SAM_008,SAM_024,0.475335986224481,0.6778117048165353
SAM_061,SAM_090,0.4754174954710858,0.6777742591975366
SAM_008,SAM_056,0.4754487734761758,0.6777598910763858
SAM_018,SAM_058,0.4756506243031749,0.6776671818725489
SAM_063,SAM_088,0.4756608053014248,0.6776625064563775
SAM_044,SAM_071,0.4756666548119596,0.677659820216936
SAM_041,SAM_063,0.4757177196615657,0.6776363708835423
SAM_017,SAM_048,0.4758236792132144,0.6775877186989683
SAM_010,SAM_014,0.4758673236312827,0.6775676810430088
SAM_007,SAM_043,0.4759181319302722,0.6775443558594643
SAM_058,SAM_082,0.4759324297628813,0.6775377922691602
SAM_041,SAM_097,0.4759421000499956,0.677533353080806
SAM_038,SAM_046,0.4759561399961136,0.6775269080845675
SAM_059,SAM_068,0.4762826802435713,0.6773770453196744
SAM_016,SAM_054,0.476313749958995,0.6773627896019903
SAM_069,SAM_074,0.4763186244521623,0.6773605530927199
SAM_043,SAM_098,0.4763341039648536,0.6773534508986772
SAM_017,SAM_037,0.4763799039632129,0.6773324381587608
SAM_018,SAM_035,0.4764190598622183,0.6773144747219138
SAM_061,SAM_099,0.4764739312911043,0.677289303120678
SAM_001,SAM_016,0.4765708638807035,0.677244841044617
SAM_033,SAM_095,0.4765986531663722,0.6772320954347555
SAM_040,SAM_089,0.4766726188905757,0.6771981732493287
SAM_052,SAM_061,0.4767219584831393,0.6771755469981505
SAM_001,SAM_093,0.4768055638307926,0.677137210538419
SAM_058,SAM_068,0.4768575083816967,0.6771133940306637
SAM_073,SAM_074,0.4768617066823462,0.6771114691885549
SAM_044,SAM_073,0.4768720568454394,0.6771067238796393
SAM_007,SAM_082,0.4769560842467575,0.6770682017332943
SAM_032,SAM_075,0.4769906124862417,0.677052373621173
SAM_004,SAM_046,0.476991112076525,0.6770521446091062
SAM_025,SAM_059,0.4770344489656905,0.6770322795790313
SAM_078,SAM_099,0.4771434966548324,0.6769822987845251
SAM_041,SAM_075,0.477161064212075,0.676974247580378
SAM_027,SAM_098,0.4772205230289242,0.6769469990503374
SAM_030,SAM_033,0.4773685879904542,0.6768791540100495
SAM_033,SAM_098,0.4774744364884888,0.6768306613660934
SAM_049,SAM_065,0.4776370025448196,0.6767561980904495
SAM_019,SAM_027,0.4776540637323209,0.6767483841746814
SAM_039,SAM_094,0.4776658812391774,0.6767429719371982
SAM_063,SAM_078,0.4776903133830536,0.676731782663297
SAM_049,SAM_095,0.4777782475165649,0.6766915142244917
SAM_025,SAM_092,0.4777930097856183,0.6766847544806487
SAM_017,SAM_070,0.4778388875970644,0.6766637475793991
SAM_001,SAM_019,0.4778787042754678,0.6766455170556447
SAM_061,SAM_091,0.477969304349139,0.6766040384312143
SAM_012,SAM_094,0.4779965337740431,0.6765915732200767
SAM_043,SAM_058,0.478020181477728,0.6765807480383642
SAM_008,SAM_098,0.4782596954584402,0.6764711255216077
SAM_002,SAM_069,0.4783199305903947,0.676443562254235
SAM_023,SAM_033,0.4783522743752767,0.6764287628417799
SAM_006,SAM_015,0.4783838876885383,0.6764142982940011
SAM_059,SAM_065,0.4784066007069718,0.676403906423173
SAM_073,SAM_090,0.4786011545117709,0.6763149054419593
SAM_014,SAM_049,0.4786519275005585,0.6762916825803295
SAM_081,SAM_099,0.4787280903602796,0.6762568497338537
SAM_049,SAM_075,0.4787968203737364,0.6762254193563048
SAM_051,SAM_078,0.4788128021471439,0.6762181112768718
SAM_006,SAM_018,0.478975996475815,0.6761434954879963
SAM_055,SAM_068,0.4789798193034859,0.6761417478102861
SAM_078,SAM_096,0.4790082351066628,0.6761287572735403
SAM_033,SAM_083,0.4790399337216053,0.6761142665592331
SAM_028,SAM_068,0.4790475670536277,0.676110777148347
SAM_015,SAM_022,0.4790551513134996,0.6761073102053924
SAM_005,SAM_049,0.4790989194310503,0.6760873034676136
SAM_013,SAM_057,0.4791085335286776,0.6760829089494341
SAM_022,SAM_089,0.4791597687619444,0.6760594907452081
SAM_062,SAM_096,0.4792454876156894,0.6760203146617959
SAM_002,SAM_021,0.4792671262458964,0.67601042587745
SAM_049,SAM_076,0.4793368315704521,0.6759785727354656
SAM_005,SAM_037,0.4794351794559928,0.6759336359486279
SAM_005,SAM_081,0.4795105608847421,0.6758991969628142
SAM_058,SAM_070,0.4795473527192075,0.6758823894092578
SAM_036,SAM_067,0.4795834084911612,0.6758659189209026
SAM_086,SAM_100,0.4796158017622022,0.6758511221690209
SAM_063,SAM_096,0.4796376446860692,0.6758411450204534
SAM_005,SAM_098,0.4796526940401774,0.6758342711285238
SAM_035,SAM_044,0.4798105555320766,0.675762175274147
SAM_019,SAM_048,0.4798874251321866,0.6757270742473388
SAM_017,SAM_082,0.4798943909861835,0.6757238936040647
SAM_040,SAM_045,0.4798969485212425,0.6757227258284639
SAM_035,SAM_041,0.4799534775371463,0.6756969155977407
SAM_018,SAM_041,0.4800743731964871,0.6756417232198406
SAM_010,SAM_097,0.4800942717841986,0.6756326398010697
SAM_059,SAM_083,0.4801933674052568,0.6755874077134773
SAM_032,SAM_043,0.4803612210618172,0.675510804912014
SAM_008,SAM_065,0.4805145941592201,0.6754408257406588
SAM_040,SAM_092,0.4805169735815791,0.6754397402015995
SAM_045,SAM_048,0.4806253450453898,0.6753903027165485
SAM_062,SAM_095,0.4806305516714475,0.6753879277116932
SAM_007,SAM_081,0.4806484859021195,0.6753797471320324
SAM_004,SAM_049,0.4807837817564149,0.6753180392169486
SAM_015,SAM_033,0.4808215122059328,0.6753008325158187
SAM_018,SAM_060,0.4808295890437692,0.6752971492457412
SAM_043,SAM_070,0.4808708040627961,0.6752783546386908
SAM_033,SAM_063,0.4808902253113489,0.6752694986488654
SAM_060,SAM_071,0.4809571504822441,0.6752389828931715
SAM_081,SAM_100,0.4809630705158141,0.6752362836783659
SAM_021,SAM_030,0.4809724120986567,0.675232024466222
SAM_022,SAM_071,0.4809786062809862,0.6752292003131543
SAM_018,SAM_024,0.4810353003678628,0.675203352514027
SAM_019,SAM_025,0.4811888494136164,0.6751333568274479
SAM_031,SAM_069,0.4812268398582938,0.6751160410350573
SAM_004,SAM_019,0.4812844120683736,0.6750898016969354
SAM_039,SAM_099,0.4813088925004399,0.6750786450164398
SAM_001,SAM_100,0.4813623511451638,0.6750542831245523
SAM_065,SAM_081,0.4814052764563347,0.6750347227006623
SAM_030,SAM_034,0.4814872112528016,0.6749973893830391
SAM_004,SAM_070,0.4816384688747359,0.6749284801976508
SAM_035,SAM_086,0.4816896393944964,0.6749051713749294
SAM_038,SAM_069,0.4817198836460875,0.6748913954905478
SAM_032,SAM_040,0.4817466948511427,0.6748791837868487
SAM_036,SAM_038,0.4817596112170467,0.6748733009254098
SAM_012,SAM_022,0.4817703211074754,0.6748684230985271
SAM_055,SAM_076,0.4819550442728035,0.6747843019021543
SAM_076,SAM_081,0.4820238061548413,0.6747529937420724
SAM_012,SAM_030,0.4821803559872592,0.6746817254462357
SAM_008,SAM_100,0.4824850003886131,0.6745430812034278
SAM_005,SAM_025,0.482530742336693,0.6745222688764271
SAM_001,SAM_070,0.4826293391413331,0.6744774122567624
SAM_002,SAM_098,0.4826472743111681,0.6744692532919511
SAM_004,SAM_015,0.4826689851233451,0.6744593769976303
SAM_068,SAM_071,0.4827487054358613,0.6744231145398607
SAM_002,SAM_054,0.4828009187025227,0.6743993663525768
SAM_049,SAM_061,0.4828209364764539,0.6743902621015354
SAM_073,SAM_099,0.4829162077420886,0.6743469353016349
SAM_041,SAM_076,0.4829551909856648,0.6743292083797471
SAM_013,SAM_082,0.4829739503327276,0.674320678239584
SAM_075,SAM_082,0.4830113519369912,0.674303671845721
SAM_040,SAM_095,0.4831527698357942,0.6742393773169529
SAM_043,SAM_068,0.4832505195030834,0.6741949433700645
SAM_076,SAM_096,0.4835011051693677,0.674081061696164
SAM_047,SAM_097,0.4836465626880852,0.6740149744209903
SAM_052,SAM_095,0.4837037210938117,0.6739890085756359
SAM_006,SAM_034,0.4837926142470553,0.6739486302858072
SAM_044,SAM_047,0.4838570689780195,0.6739193557831904
SAM_010,SAM_100,0.4840216738948784,0.6738446059048836
SAM_012,SAM_024,0.4840669423747092,0.6738240516292774
SAM_038,SAM_067,0.4842525969987151,0.6737397677606123
SAM_007,SAM_090,0.4842640809517055,0.6737345549444296
SAM_016,SAM_093,0.4842773647404966,0.6737285252442254
SAM_038,SAM_092,0.4844537192549976,0.6736484856542848
SAM_025,SAM_049,0.4844590939387968,0.6736460466193414
SAM_057,SAM_099,0.4844715219700741,0.6736404068384407
