Sample_1,Sample_2,Cosine_Similarity
SAM_009,SAM_062,0.4865871950082339
SAM_033,SAM_073,0.4863314525689907
SAM_013,SAM_083,0.48575523705442436
SAM_012,SAM_055,0.4850442697720469
SAM_002,SAM_060,0.48501536947558543
SAM_021,SAM_074,0.48463872264602137
SAM_069,SAM_096,0.48454502051117326
SAM_031,SAM_044,0.4843294110349331
SAM_039,SAM_041,0.4842442701137398
SAM_043,SAM_050,0.4841196248343755
SAM_012,SAM_092,0.4838052224424437
SAM_037,SAM_045,0.4837263768759165
SAM_044,SAM_052,0.483445152638931
SAM_035,SAM_071,0.4831966199444573
SAM_074,SAM_087,0.4831876105255637
SAM_006,SAM_043,0.4831485703615208
SAM_060,SAM_099,0.482972531711737
SAM_001,SAM_054,0.48280491398428327
SAM_058,SAM_060,0.48272846875569425
SAM_031,SAM_080,0.4827078299953715
SAM_019,SAM_030,0.48269249929718094
SAM_061,SAM_069,0.48245740576021584
SAM_016,SAM_034,0.4824529695181925
SAM_056,SAM_075,0.48244784466466906
SAM_014,SAM_088,0.48241677766188096
SAM_013,SAM_049,0.48230197830952126
SAM_016,SAM_093,0.4822899386094426
SAM_056,SAM_064,0.48224753548000343
SAM_027,SAM_054,0.48219011503921166
SAM_001,SAM_044,0.4821780731488996
SAM_035,SAM_074,0.4821033617239958
SAM_057,SAM_084,0.4820953497068107
SAM_010,SAM_054,0.4819469981048727
SAM_080,SAM_086,0.4818526110508347
SAM_012,SAM_013,0.4818077788532452
SAM_023,SAM_043,0.4817431218218124
SAM_015,SAM_031,0.48161969756616535
SAM_023,SAM_067,0.48151988041093946
SAM_075,SAM_078,0.4810861869657004
SAM_037,SAM_091,0.48100136654131315
SAM_027,SAM_041,0.4806121605201396
SAM_059,SAM_079,0.4804722379147916
SAM_012,SAM_045,0.4802075023978188
SAM_068,SAM_092,0.48014914037574347
SAM_023,SAM_084,0.4799964199621305
SAM_001,SAM_045,0.4795956365689638
SAM_074,SAM_086,0.47929170190634474
SAM_011,SAM_045,0.47918702805933927
SAM_027,SAM_047,0.4787862753745469
SAM_013,SAM_097,0.4786882892016686
SAM_053,SAM_074,0.47859319017745655
SAM_014,SAM_055,0.4785755141602917
SAM_026,SAM_053,0.4785752361260304
SAM_006,SAM_052,0.4785263666609309
SAM_007,SAM_053,0.47843452107338164
SAM_015,SAM_086,0.47824599944018903
SAM_021,SAM_033,0.47794072354051464
SAM_038,SAM_045,0.4778935802268631
SAM_002,SAM_039,0.477680509964369
SAM_040,SAM_043,0.4776550909119912
SAM_080,SAM_096,0.47751676423328804
SAM_038,SAM_041,0.4773557919440059
SAM_035,SAM_044,0.47682236808624634
SAM_030,SAM_097,0.4767759283631392
SAM_036,SAM_086,0.47652255466948523
SAM_054,SAM_086,0.4763877828243408
SAM_002,SAM_082,0.476064355909145
SAM_051,SAM_058,0.47589671973912845
SAM_038,SAM_088,0.47584373892961856
SAM_025,SAM_075,0.4758257687857821
SAM_042,SAM_043,0.47569208435724236
SAM_036,SAM_080,0.4754370246652579
SAM_067,SAM_086,0.4752233468468614
SAM_036,SAM_061,0.47511633458034025
SAM_002,SAM_069,0.4747911416657684
SAM_036,SAM_044,0.4746201163095658
SAM_010,SAM_081,0.474577903332299
SAM_032,SAM_062,0.474463399490581
SAM_043,SAM_095,0.47441334138590774
SAM_004,SAM_055,0.4744122760724281
SAM_012,SAM_093,0.4743629371527404
SAM_072,SAM_081,0.47434353584957606
SAM_010,SAM_080,0.47430174725367263
SAM_074,SAM_092,0.4742382847021504
SAM_049,SAM_073,0.47417625930945306
SAM_069,SAM_074,0.4741606911448512
SAM_045,SAM_082,0.4738978163156852
SAM_050,SAM_098,0.4734414308472133
SAM_004,SAM_067,0.47299474652377727
SAM_049,SAM_051,0.4726850028658798
SAM_031,SAM_070,0.47265739642643695
SAM_045,SAM_085,0.4724748154118903
SAM_042,SAM_080,0.4724653222415696
SAM_001,SAM_075,0.4724522742498074
SAM_001,SAM_078,0.4723082756041038
SAM_017,SAM_079,0.4722421625664048
SAM_045,SAM_058,0.4721982216445237
SAM_050,SAM_088,0.4719716466717893
SAM_028,SAM_068,0.47194218688880396
SAM_017,SAM_069,0.4717140530441833
SAM_039,SAM_061,0.47170525054085166
SAM_057,SAM_096,0.4716448818764574
SAM_071,SAM_092,0.4715534987774808
SAM_090,SAM_099,0.471128388406987
SAM_032,SAM_068,0.47109299290654066
SAM_055,SAM_062,0.4709607728515894
SAM_082,SAM_088,0.4703801392465263
SAM_070,SAM_095,0.4701543628554587
SAM_023,SAM_050,0.4700689012173207
SAM_017,SAM_092,0.46998877467648154
SAM_034,SAM_069,0.4698240865827857
SAM_031,SAM_074,0.469732982542977
SAM_063,SAM_072,0.46940032099292983
SAM_063,SAM_086,0.46934289519880273
SAM_028,SAM_079,0.46907294757812323
SAM_096,SAM_100,0.4689608800150322
SAM_008,SAM_063,0.4688103871295241
SAM_075,SAM_081,0.46850365787085246
SAM_021,SAM_097,0.4684397061474311
SAM_041,SAM_096,0.4681967215710874
SAM_016,SAM_043,0.4681303286749497
SAM_071,SAM_098,0.46791764935995195
SAM_014,SAM_071,0.46768885788112236
SAM_008,SAM_075,0.46755074373349353
SAM_059,SAM_073,0.467498653936662
SAM_071,SAM_096,0.46720715343295316
SAM_043,SAM_073,0.46702724352585445
SAM_006,SAM_009,0.46693916927340984
SAM_006,SAM_039,0.466706341878639
SAM_016,SAM_059,0.4664781281744093
SAM_002,SAM_049,0.4663204626286139
SAM_005,SAM_040,0.46607497351627714
SAM_072,SAM_078,0.46601857625779103
SAM_001,SAM_042,0.46587214807910876
SAM_039,SAM_045,0.46567587956707845
SAM_012,SAM_072,0.4654216416582335
SAM_027,SAM_044,0.46538727263427115
SAM_075,SAM_091,0.46535393934036595
SAM_059,SAM_082,0.4653333609080993
SAM_061,SAM_076,0.46518535340542805
SAM_033,SAM_045,0.46496478814701936
SAM_052,SAM_092,0.4647720137827534
SAM_036,SAM_090,0.46462020869848353
SAM_036,SAM_074,0.4644108278120384
SAM_028,SAM_041,0.4642975531329709
SAM_055,SAM_058,0.46394816600810956
SAM_080,SAM_092,0.46388592716741023
SAM_025,SAM_088,0.46361958848050133
SAM_074,SAM_076,0.46329286834489214
SAM_022,SAM_097,0.46279386300569136
SAM_008,SAM_055,0.4627091386982162
SAM_001,SAM_096,0.4623180369676733
SAM_052,SAM_066,0.46218740352564014
SAM_003,SAM_061,0.4620500803427834
SAM_034,SAM_043,0.46195995714797233
SAM_080,SAM_095,0.46145434549655034
SAM_001,SAM_088,0.461337424840798
SAM_009,SAM_059,0.4610268159263416
SAM_006,SAM_022,0.46056378355113936
SAM_008,SAM_025,0.45978860590072973
SAM_015,SAM_030,0.45975755403865515
SAM_052,SAM_069,0.4596543101795279
SAM_075,SAM_088,0.4592837859921277
SAM_078,SAM_092,0.4592157191574366
SAM_047,SAM_051,0.45880427172395444
SAM_011,SAM_041,0.4587226563353915
SAM_079,SAM_100,0.4586526274524818
SAM_028,SAM_051,0.45850202129119605
SAM_075,SAM_086,0.45836895243100084
SAM_039,SAM_090,0.4581328917700814
SAM_051,SAM_052,0.45798271667602997
SAM_018,SAM_089,0.4579205246424687
SAM_016,SAM_082,0.4579095760029229
SAM_078,SAM_093,0.4578400535095516
SAM_046,SAM_055,0.4578096905887128
SAM_065,SAM_081,0.4576476301643602
SAM_038,SAM_060,0.4575075072059314
SAM_018,SAM_098,0.4573663267241163
SAM_069,SAM_088,0.4573444689231229
SAM_063,SAM_068,0.4567307583701291
SAM_057,SAM_076,0.45657367372014973
SAM_025,SAM_079,0.4563795721581095
SAM_006,SAM_057,0.45615090081634924
SAM_013,SAM_099,0.45611844964295345
SAM_021,SAM_070,0.45602727082382283
SAM_043,SAM_086,0.4554747405910285
SAM_002,SAM_094,0.4554286949572939
SAM_003,SAM_067,0.45532949229720504
SAM_016,SAM_070,0.4552571586210298
SAM_012,SAM_098,0.45516021688206265
SAM_035,SAM_094,0.4548536927039856
SAM_005,SAM_092,0.45481314705842557
SAM_052,SAM_090,0.4546923037001676
SAM_045,SAM_049,0.454461239065404
SAM_043,SAM_049,0.4544185362701113
SAM_025,SAM_027,0.45407198849908614
SAM_020,SAM_075,0.45403653277103145
SAM_001,SAM_061,0.45398002580245833
SAM_003,SAM_084,0.45388889451316533
SAM_032,SAM_040,0.45374475737328507
SAM_052,SAM_081,0.45352225240808663
SAM_050,SAM_051,0.4534311370487574
SAM_062,SAM_075,0.45342820725957667
SAM_014,SAM_075,0.4534182927217263
SAM_076,SAM_088,0.4532774109766023
SAM_021,SAM_043,0.453234452982476
SAM_011,SAM_013,0.45310575050115137
SAM_011,SAM_069,0.45304555486381076
SAM_027,SAM_063,0.45302661856276977
SAM_005,SAM_085,0.45294053914440535
SAM_018,SAM_075,0.45292563957316184
SAM_033,SAM_039,0.45292017487687736
SAM_024,SAM_028,0.4527485608168062
SAM_045,SAM_054,0.45269483021014467
SAM_024,SAM_068,0.4526020423316882
SAM_008,SAM_010,0.4524085890055507
SAM_011,SAM_051,0.45237674099680364
SAM_032,SAM_066,0.4522971246021985
SAM_054,SAM_064,0.4520953825181968
SAM_044,SAM_058,0.4520019872047274
SAM_057,SAM_074,0.4518789472667218
SAM_070,SAM_086,0.4516547050337197
SAM_016,SAM_029,0.4516295181992345
SAM_079,SAM_082,0.45128689891328416
SAM_006,SAM_050,0.4512688094476834
SAM_027,SAM_090,0.4511287148921096
SAM_008,SAM_082,0.45084734329137444
SAM_017,SAM_068,0.45083989907663546
SAM_014,SAM_019,0.4508258468932311
SAM_018,SAM_086,0.4507302046524544
SAM_009,SAM_045,0.4503351648945426
SAM_008,SAM_093,0.45004657940264836
SAM_030,SAM_073,0.449819489163807
SAM_051,SAM_080,0.4495070785842943
SAM_059,SAM_086,0.4494901917599381
SAM_031,SAM_043,0.44863890720584293
SAM_080,SAM_087,0.44861727000747204
SAM_034,SAM_036,0.44812692425528766
SAM_060,SAM_089,0.4474066407495631
SAM_059,SAM_065,0.44713884680460586
SAM_013,SAM_046,0.4469917576277493
SAM_038,SAM_082,0.4469325120292094
SAM_015,SAM_016,0.44689479047473435
SAM_026,SAM_054,0.4464578048299599
SAM_091,SAM_093,0.4462147009120846
SAM_010,SAM_045,0.44587394923954954
SAM_016,SAM_033,0.4457517209287476
SAM_016,SAM_025,0.44544751768196433
SAM_035,SAM_036,0.4453965297503376
SAM_010,SAM_095,0.4451764427014715
SAM_033,SAM_040,0.44502058324757415
SAM_009,SAM_049,0.444589941963894
SAM_034,SAM_065,0.4445112296478231
SAM_053,SAM_080,0.44435156395678765
SAM_027,SAM_045,0.4439828720498072
SAM_032,SAM_075,0.44397128438391303
SAM_043,SAM_088,0.4439285986413553
SAM_029,SAM_087,0.4439009979038249
SAM_016,SAM_088,0.4437856510342131
SAM_035,SAM_088,0.44374352583508214
SAM_059,SAM_075,0.44366971238089126
SAM_028,SAM_037,0.44358136295735084
SAM_069,SAM_097,0.443521214166158
SAM_028,SAM_063,0.44328152297935175
SAM_035,SAM_050,0.44327624264258936
SAM_047,SAM_070,0.44318950156001985
SAM_020,SAM_028,0.4431214196256196
SAM_014,SAM_094,0.44281610002897803
SAM_092,SAM_096,0.4426710670867203
SAM_002,SAM_098,0.4425862794163432
SAM_018,SAM_059,0.4424785967033784
SAM_041,SAM_078,0.4421651411036614
SAM_050,SAM_082,0.4416889000788364
SAM_016,SAM_071,0.44167835388608534
SAM_038,SAM_046,0.4412001425530753
SAM_052,SAM_074,0.44116104730589134
SAM_038,SAM_099,0.44064787420735907
SAM_079,SAM_089,0.4406166146421051
SAM_089,SAM_100,0.44055912158325744
SAM_023,SAM_076,0.44043629516254973
SAM_012,SAM_073,0.4401533536882182
SAM_045,SAM_078,0.4400708059047955
SAM_054,SAM_077,0.4400685847553818
SAM_069,SAM_090,0.43995976919499236
SAM_031,SAM_060,0.4399047847644044
SAM_029,SAM_053,0.4396801368285667
SAM_027,SAM_038,0.4395136868499676
SAM_064,SAM_086,0.4394522771000225
SAM_041,SAM_058,0.43898035397918234
SAM_006,SAM_097,0.4388894830899849
SAM_001,SAM_049,0.43884484771543
SAM_077,SAM_087,0.4388131642561264
SAM_009,SAM_041,0.43876356051392373
SAM_034,SAM_081,0.43845799325041673
SAM_046,SAM_054,0.43830789701160455
SAM_082,SAM_093,0.43826629149971746
SAM_037,SAM_054,0.43804585325919315
SAM_033,SAM_075,0.437961339659682
SAM_012,SAM_022,0.43779847789079357
SAM_012,SAM_039,0.43765547414473266
SAM_036,SAM_039,0.4374958601054799
SAM_042,SAM_066,0.43748303658564486
SAM_005,SAM_027,0.4372859047529194
SAM_049,SAM_055,0.4371642861848319
SAM_002,SAM_008,0.4371475239460543
SAM_061,SAM_094,0.4370958578219629
SAM_035,SAM_080,0.43707721361094026
SAM_034,SAM_070,0.43707202126488487
SAM_017,SAM_088,0.43699515535333333
SAM_045,SAM_075,0.4367926495512444
SAM_086,SAM_090,0.4365003584967413
SAM_034,SAM_055,0.43627617809261443
SAM_067,SAM_076,0.4357998253251096
SAM_018,SAM_054,0.4353401819434081
SAM_072,SAM_093,0.43529089542543437
SAM_079,SAM_088,0.4350739425096906
SAM_004,SAM_059,0.434940880890367
SAM_023,SAM_027,0.4347422991678693
SAM_035,SAM_087,0.4339465599001961
SAM_054,SAM_090,0.4335886516773982
SAM_016,SAM_017,0.4335493262508527
SAM_063,SAM_078,0.43349778191503296
SAM_070,SAM_096,0.4334293830817593
SAM_011,SAM_012,0.43303232140788156
SAM_046,SAM_091,0.43280184625961104
SAM_019,SAM_031,0.4327654707821582
SAM_007,SAM_031,0.43260276863180114
SAM_028,SAM_072,0.43235505521522194
SAM_062,SAM_097,0.43232154141411705
SAM_032,SAM_092,0.43230218833382844
SAM_044,SAM_061,0.43204296357163696
SAM_038,SAM_083,0.4319302114711581
SAM_064,SAM_071,0.4318801147947131
SAM_016,SAM_030,0.43175472060859976
SAM_012,SAM_062,0.4317492853448497
SAM_041,SAM_045,0.4316236391909445
SAM_002,SAM_089,0.4313677868342143
SAM_017,SAM_033,0.4313478906725623
SAM_081,SAM_091,0.43100248138793945
SAM_036,SAM_079,0.43099271822481716
SAM_037,SAM_075,0.43080025688740486
SAM_049,SAM_054,0.4306355110656254
SAM_010,SAM_050,0.4304680243427262
SAM_076,SAM_097,0.430373454547629
SAM_013,SAM_062,0.4300489058681514
SAM_051,SAM_095,0.4298191776552897
SAM_059,SAM_099,0.42978685198095573
SAM_012,SAM_096,0.42978074167520813
SAM_008,SAM_065,0.4296476675563982
SAM_010,SAM_059,0.4295229306283693
SAM_045,SAM_055,0.4295078667393035
SAM_021,SAM_025,0.4294801627565378
SAM_043,SAM_079,0.4288609181411493
SAM_014,SAM_058,0.4288051879399015
SAM_068,SAM_086,0.4287789404207032
SAM_044,SAM_076,0.42869557259092117
SAM_006,SAM_034,0.4286525263802888
SAM_043,SAM_055,0.4285280052084378
SAM_010,SAM_079,0.4285041812704219
SAM_052,SAM_059,0.4283877075515507
SAM_005,SAM_058,0.42830753105721514
SAM_024,SAM_092,0.4282093442507829
SAM_070,SAM_097,0.42786360530340645
SAM_013,SAM_045,0.42775361686908614
SAM_012,SAM_063,0.4273973304280209
SAM_041,SAM_071,0.42711767726021566
SAM_010,SAM_018,0.4270972678940261
SAM_025,SAM_073,0.42706308722311637
SAM_058,SAM_086,0.42675828134656085
SAM_055,SAM_096,0.4267334905083004
SAM_010,SAM_016,0.42672551328934816
SAM_027,SAM_072,0.42667543300591115
SAM_056,SAM_071,0.42662636719790886
SAM_004,SAM_095,0.42647281102515006
SAM_016,SAM_022,0.42647008302494965
SAM_044,SAM_071,0.42639641915205595
SAM_023,SAM_097,0.4263675934927185
SAM_001,SAM_033,0.4263663448189706
SAM_074,SAM_079,0.4259642469618346
SAM_009,SAM_051,0.4257901900041567
SAM_039,SAM_095,0.4254949482790532
SAM_005,SAM_059,0.42548662839546836
SAM_052,SAM_073,0.42544432251926206
SAM_036,SAM_038,0.42502691060480335
SAM_013,SAM_014,0.4248010457027915
SAM_055,SAM_084,0.424778044147679
SAM_004,SAM_046,0.42476353777175185
SAM_034,SAM_057,0.42456148150261463
SAM_038,SAM_098,0.42444259316470345
SAM_039,SAM_082,0.4243771612370922
SAM_010,SAM_037,0.4240807530108376
SAM_035,SAM_095,0.42404796876032635
SAM_061,SAM_086,0.4240420985790739
SAM_050,SAM_059,0.42395442098910185
SAM_092,SAM_097,0.4239079051465249
SAM_065,SAM_083,0.4238554491819711
SAM_061,SAM_082,0.4238086620717484
SAM_007,SAM_057,0.4237361046862098
SAM_011,SAM_097,0.42370764604573535
SAM_047,SAM_093,0.42350131081634573
SAM_076,SAM_080,0.42328940901993767
SAM_013,SAM_028,0.42323227257692164
SAM_013,SAM_089,0.42316072415313205
SAM_054,SAM_061,0.4229712471702603
SAM_087,SAM_098,0.4229487226924523
SAM_017,SAM_025,0.42254000089387955
SAM_006,SAM_100,0.42251979304168136
SAM_039,SAM_073,0.42238300128534534
SAM_039,SAM_088,0.4221697135084298
SAM_064,SAM_081,0.42214680514243547
SAM_019,SAM_040,0.4221104619577544
SAM_019,SAM_079,0.4218725418931219
SAM_051,SAM_071,0.4214351513347021
SAM_068,SAM_096,0.4213813048094329
SAM_007,SAM_079,0.42130277691195944
SAM_012,SAM_050,0.42125831897971233
SAM_016,SAM_073,0.4211096480690056
SAM_039,SAM_100,0.42103430430260663
SAM_017,SAM_093,0.42049512770663494
SAM_017,SAM_087,0.4204805009896203
SAM_055,SAM_059,0.42045833383300557
SAM_039,SAM_059,0.41989871107196547
SAM_017,SAM_052,0.41984887766445106
SAM_047,SAM_079,0.41983935060703387
SAM_045,SAM_086,0.4197662076937594
SAM_057,SAM_092,0.41962290714635325
SAM_019,SAM_089,0.4195725317205059
SAM_061,SAM_064,0.41920269197882143
SAM_011,SAM_030,0.4190368199240391
SAM_035,SAM_057,0.419029819259015
SAM_042,SAM_078,0.4188237592115664
SAM_011,SAM_023,0.41858063399497997
SAM_028,SAM_047,0.4184854694445911
SAM_019,SAM_073,0.41836661907338313
SAM_050,SAM_086,0.4183355973171144
SAM_047,SAM_058,0.4182287664939788
SAM_090,SAM_096,0.41820727874156055
SAM_056,SAM_078,0.41809779011673687
SAM_064,SAM_082,0.41778855345732374
SAM_005,SAM_045,0.41753362656882603
SAM_024,SAM_089,0.41711948248057207
SAM_030,SAM_095,0.41690798663465306
SAM_017,SAM_057,0.41684843141195316
SAM_017,SAM_080,0.41681756911562123
SAM_004,SAM_060,0.41639692858601435
SAM_044,SAM_073,0.41626002944468754
SAM_023,SAM_061,0.41615183563077185
SAM_056,SAM_079,0.4160175660115431
SAM_064,SAM_099,0.415870660451145
SAM_038,SAM_056,0.41582868380670157
SAM_039,SAM_057,0.41582719221122544
SAM_051,SAM_073,0.41551068936583524
SAM_013,SAM_081,0.4154481737292061
SAM_043,SAM_096,0.41523976099180526
SAM_006,SAM_092,0.415177865416617
SAM_026,SAM_037,0.41517421299699697
SAM_012,SAM_064,0.41511933367329695
SAM_017,SAM_073,0.4150606295105392
SAM_014,SAM_072,0.41494741251223144
SAM_007,SAM_024,0.4146294001651526
SAM_052,SAM_054,0.41441307279090017
SAM_039,SAM_086,0.41432055023422965
SAM_057,SAM_060,0.41428903898813235
SAM_078,SAM_079,0.41420087724343196
SAM_033,SAM_068,0.413904855833621
SAM_038,SAM_061,0.4137127483372574
SAM_008,SAM_090,0.41270816916832953
SAM_042,SAM_086,0.4125965037077471
SAM_025,SAM_054,0.4124884033894963
SAM_004,SAM_099,0.4124541746583678
SAM_014,SAM_081,0.41237103758985355
SAM_017,SAM_078,0.41231766538794473
SAM_006,SAM_083,0.41226543244721414
SAM_022,SAM_095,0.41204762834102654
SAM_057,SAM_081,0.41174611189199706
SAM_050,SAM_090,0.4117352496418305
SAM_065,SAM_098,0.41170084886079467
SAM_001,SAM_082,0.41151052201956023
SAM_028,SAM_082,0.4114927370262564
SAM_023,SAM_052,0.4112506815703552
SAM_044,SAM_097,0.41121902871690186
SAM_033,SAM_056,0.4105432024659568
SAM_004,SAM_054,0.41045258287702574
SAM_062,SAM_065,0.41014923348732596
SAM_020,SAM_024,0.4098489035992193
SAM_022,SAM_071,0.40976437943985955
SAM_001,SAM_064,0.4094860738642528
SAM_039,SAM_047,0.40943705774735406
SAM_055,SAM_088,0.4093937502579068
SAM_013,SAM_069,0.4092677422352618
SAM_038,SAM_067,0.409235751294425
SAM_014,SAM_032,0.40919096895588425
SAM_018,SAM_055,0.40917314477831307
SAM_007,SAM_058,0.409105659806955
SAM_017,SAM_018,0.4091002335345082
SAM_001,SAM_024,0.4090694626166901
SAM_055,SAM_083,0.40901483830171464
SAM_047,SAM_069,0.4089940753110679
SAM_033,SAM_069,0.408554227556032
SAM_088,SAM_097,0.40852135471963347
SAM_029,SAM_030,0.4084396860966414
SAM_010,SAM_069,0.4083589907791173
SAM_013,SAM_017,0.40801588579688236
SAM_051,SAM_057,0.4078735382463693
SAM_025,SAM_050,0.4078607759675718
SAM_073,SAM_096,0.4078212141374563
SAM_051,SAM_070,0.40776210718844563
SAM_006,SAM_089,0.4077293535826614
SAM_032,SAM_073,0.4075937551609741
SAM_031,SAM_058,0.4075202829564082
SAM_012,SAM_043,0.4074186631936226
SAM_071,SAM_095,0.40735194544218006
SAM_036,SAM_084,0.4073463851233489
SAM_039,SAM_049,0.40728344542310996
SAM_026,SAM_036,0.4072468870970899
SAM_006,SAM_024,0.40714499623009154
SAM_087,SAM_097,0.40676864664902385
SAM_038,SAM_057,0.40617353347654356
SAM_005,SAM_063,0.4060567815146479
SAM_053,SAM_060,0.4060438486355299
SAM_036,SAM_069,0.4060177750071475
SAM_013,SAM_061,0.4057585438893547
SAM_006,SAM_051,0.4057314908480563
SAM_009,SAM_013,0.4057180787767179
SAM_018,SAM_022,0.4056355103231808
SAM_041,SAM_064,0.40548320573008034
SAM_045,SAM_059,0.40522384347242923
SAM_011,SAM_099,0.40519494156186275
SAM_015,SAM_018,0.40437473139277025
SAM_019,SAM_077,0.40434966177873555
SAM_052,SAM_082,0.404222590981765
SAM_081,SAM_095,0.4041817869628395
SAM_015,SAM_040,0.4040895472056853
SAM_014,SAM_015,0.40408362960264405
SAM_015,SAM_049,0.4039134936512587
SAM_052,SAM_080,0.4036677120238284
SAM_023,SAM_030,0.40353415106504215
SAM_050,SAM_055,0.40343886601291873
SAM_079,SAM_097,0.4033048097354419
SAM_040,SAM_069,0.40327003657253097
SAM_002,SAM_033,0.40321946881345183
SAM_050,SAM_071,0.4030911146208472
SAM_001,SAM_015,0.4030365417534438
SAM_045,SAM_050,0.40303483617784047
SAM_010,SAM_027,0.40302296762554085
SAM_053,SAM_097,0.402900860914403
SAM_063,SAM_096,0.4028660054098561
SAM_038,SAM_062,0.40280387163789566
SAM_033,SAM_079,0.4025693731109587
SAM_005,SAM_054,0.40242082886690866
SAM_032,SAM_095,0.40238195336454036
SAM_006,SAM_058,0.40237801826758657
SAM_033,SAM_072,0.40234252205436793
SAM_065,SAM_067,0.401724173514739
SAM_005,SAM_075,0.40157203030271604
SAM_001,SAM_018,0.40155195210886074
SAM_024,SAM_100,0.40111749175647454
SAM_067,SAM_097,0.4009042858715838
SAM_023,SAM_086,0.4007460125002918
SAM_022,SAM_089,0.4006366968089165
SAM_004,SAM_017,0.4005529559784868
SAM_049,SAM_062,0.4005519504986619
SAM_026,SAM_060,0.40036524383400485
SAM_022,SAM_079,0.4003480565892047
SAM_028,SAM_045,0.4003333088435091
SAM_022,SAM_031,0.40021498034576997
SAM_014,SAM_054,0.3999405894708448
SAM_008,SAM_034,0.39987165235202476
SAM_044,SAM_090,0.39970234794377907
SAM_095,SAM_097,0.39957097280614773
SAM_004,SAM_091,0.39953178026524694
SAM_070,SAM_084,0.39947617886793624
SAM_071,SAM_072,0.39943623797047145
SAM_012,SAM_056,0.3990863419443443
SAM_012,SAM_014,0.39845279679807855
SAM_018,SAM_097,0.3982278495246779
SAM_052,SAM_078,0.3978983878032992
SAM_053,SAM_090,0.3978624374246753
SAM_058,SAM_092,0.39776810898333353
SAM_010,SAM_026,0.39774710468450625
SAM_010,SAM_078,0.397603116311764
SAM_015,SAM_078,0.39756216780617637
SAM_002,SAM_007,0.39750472573669277
SAM_053,SAM_094,0.3974710786915097
SAM_014,SAM_063,0.3974708383907941
SAM_047,SAM_086,0.39745278796780903
SAM_047,SAM_097,0.39740447724303046
SAM_043,SAM_054,0.3974016220066052
SAM_002,SAM_030,0.39668535792985404
SAM_006,SAM_054,0.3966259468283165
SAM_008,SAM_054,0.396574119747223
SAM_028,SAM_098,0.3964943032416604
SAM_065,SAM_088,0.3961956292789664
SAM_016,SAM_041,0.3961661081747689
SAM_033,SAM_090,0.3960477071441984
SAM_050,SAM_096,0.3958399730855075
SAM_025,SAM_043,0.39570006929973883
SAM_057,SAM_073,0.39568460593843124
SAM_017,SAM_059,0.3955767974817474
SAM_010,SAM_073,0.3954162429723029
SAM_018,SAM_078,0.39540230822790723
SAM_001,SAM_080,0.3952987138101226
SAM_019,SAM_092,0.3950239827382001
SAM_010,SAM_031,0.39490674828928873
SAM_058,SAM_071,0.3943284122296766
SAM_001,SAM_008,0.3939714290189504
SAM_014,SAM_059,0.39355847340629363
SAM_057,SAM_094,0.3935518344614502
SAM_025,SAM_093,0.39354122190394564
SAM_025,SAM_029,0.3935268097304096
SAM_049,SAM_075,0.39351586732306976
SAM_006,SAM_045,0.3934970170157666
SAM_071,SAM_094,0.39331733202054736
SAM_021,SAM_092,0.3932966031372867
SAM_014,SAM_060,0.3932690219454729
SAM_017,SAM_070,0.393214674891932
SAM_077,SAM_094,0.3931804560234827
SAM_080,SAM_100,0.39317675787462164
SAM_059,SAM_097,0.39303564622708187
SAM_037,SAM_046,0.39291530448907536
SAM_059,SAM_081,0.3929106922530085
SAM_064,SAM_079,0.3929069910029631
SAM_018,SAM_032,0.39290121412727186
SAM_001,SAM_074,0.39261950193402306
SAM_046,SAM_059,0.3925045428088577
SAM_023,SAM_078,0.3924947423672249
SAM_076,SAM_094,0.3924156679253365
SAM_060,SAM_061,0.3923989599323619
SAM_026,SAM_090,0.3922982513026631
SAM_039,SAM_094,0.3922976650850144
SAM_057,SAM_071,0.3922059929230124
SAM_015,SAM_023,0.39203078121965557
SAM_023,SAM_073,0.3919395639735555
SAM_013,SAM_077,0.3918948615107464
SAM_081,SAM_082,0.3917922583403393
SAM_033,SAM_034,0.3916547756225496
SAM_009,SAM_099,0.39145347851794626
SAM_011,SAM_065,0.39144179701269477
SAM_039,SAM_044,0.3913518124816229
SAM_027,SAM_065,0.39104361240345115
SAM_020,SAM_081,0.39090314420463523
SAM_011,SAM_022,0.3907967847585839
SAM_045,SAM_094,0.3907398083646922
SAM_046,SAM_100,0.3906787095146097
SAM_034,SAM_083,0.39055642341118224
SAM_077,SAM_098,0.3903699330563589
SAM_012,SAM_042,0.39028833615687886
SAM_058,SAM_070,0.3902053579846515
SAM_038,SAM_058,0.3901977430959034
SAM_005,SAM_068,0.3901062980169318
SAM_013,SAM_065,0.39008168769339113
SAM_033,SAM_054,0.3900536994492308
SAM_034,SAM_038,0.3900397948268026
SAM_042,SAM_082,0.3899791299378639
SAM_045,SAM_071,0.3896517950174519
SAM_017,SAM_024,0.38963564214843727
SAM_039,SAM_060,0.38960434355468343
SAM_049,SAM_072,0.3895602191037075
SAM_083,SAM_090,0.38943568487323016
SAM_036,SAM_097,0.38935026507966286
SAM_091,SAM_100,0.38924528915766626
SAM_050,SAM_083,0.389122565447251
SAM_062,SAM_081,0.3891110373275297
SAM_071,SAM_088,0.38883281006650455
SAM_006,SAM_015,0.38872336116602857
SAM_030,SAM_081,0.38857809941238375
SAM_035,SAM_059,0.3885451030097746
